accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
BC09-lib2,2,AA,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,SaoJoseRioPreto,-20.8125851,-49.3804212,2019-04-28
BC08-lib2,2,AA,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,SaoJoseRioPreto,-20.8125851,-49.3804212,2019-04-29
FJ639697,2,AA,Southeast-Asia,KHM,Cambodia,,Kch,,,,2001
JF730044,2,AA,Southeast-Asia,KHM,Cambodia,,Rat,,,,2001
FJ639698,2,AA,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
FJ639699,2,AA,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
FJ639700,2,AA,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
FJ639701,2,AA,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
FJ639702,2,AA,Southeast-Asia,KHM,Cambodia,,BTB,,,,2003
FJ639703,2,AA,Southeast-Asia,KHM,Cambodia,,BTB,,,,2003
KF921931,2,AA,Southeast-Asia,KHM,Cambodia,,BTB,,,,2003
AF119661,2,AA,East-Asia,CHN,China,,,,,,1985
GQ868552,2,AA,South-America ,COL,Colombia,,Santander,,,,1998
GQ868553,2,AA,South-America ,COL,Colombia,,Santander,,,,1999
KJ189305,2,AA,South-America ,COL,Colombia,,Santander,,,,2000
FJ024477,2,AA,South-America ,COL,Colombia,,Antioquia,,,,2004
GQ868554,2,AA,South-America ,COL,Colombia,,Santander,,,,2004
EU854294,2,AA,South-America ,COL,Colombia,,Guaviare,,,,2005
FJ024473,2,AA,South-America ,COL,Colombia,,Guaviare,,,,2005
FJ024474,2,AA,South-America ,COL,Colombia,,Guaviare,,,,2005
FJ024475,2,AA,South-America ,COL,Colombia,,Guaviare,,,,2005
FJ182012,2,AA,South-America ,COL,Colombia,,Guaviare,,,,2005
GQ868555,2,AA,South-America ,COL,Colombia,,Norte-de-santander,,,,2005
GQ868556,2,AA,South-America ,COL,Colombia,,Norte-de-santander,,,,2005
GQ868557,2,AA,South-America ,COL,Colombia,,Norte-de-santander,,,,2005
GQ868558,2,AA,South-America ,COL,Colombia,,Santander,,,,2007
GU131947,2,AA,South-America ,COL,Colombia,,Santander,,,,2007
AY702034,2,AA,Caribbean ,CUB,Cuba,,NA,,,,1997
AY702035,2,AA,Caribbean ,CUB,Cuba,,NA,,,,1997
AY702036,2,AA,Caribbean ,CUB,Cuba,,NA,,,,1997
AY702037,2,AA,Caribbean ,CUB,Cuba,,NA,,,,1997
AY702038,2,AA,Caribbean ,CUB,Cuba,,NA,,,,1997
AY702039,2,AA,Caribbean ,CUB,Cuba,,NA,,,,1997
AB122020,2,AA,Caribbean ,DOM,Dominican-Republic,,NA,,,,2001-11-01
AB122021,2,AA,Caribbean ,DOM,Dominican-Republic,,NA,,,,2001-11-01
AB122022,2,AA,Caribbean ,DOM,Dominican-Republic,,NA,,,,2001-11-01
FJ898451,2,AA,Caribbean ,DOM,Dominican-Republic,,NA,,,,2003
KY474317,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-03
KY474322,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-03
KY474308,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-04
KY474314,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-04
KY474323,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-04
KY474309,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474310,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474311,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474312,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474319,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474320,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474321,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474326,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474332,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474333,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-05
KY474313,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-06
KY474330,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-06
KY474334,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-06
KY474315,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474316,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474318,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474324,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474325,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474327,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474329,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-07
KY474328,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-08
KY474331,2,AA,South-America ,ECU,Ecuador,,Machala,,,,2014-08
EU920828,2,AA,South-America ,GUF,French-Guiana,,NA,,,,1993-02-01
EU920829,2,AA,South-America ,GUF,French-Guiana,,NA,,,,1997-06-01
EU920830,2,AA,South-America ,GUF,French-Guiana,,NA,,,,1998-02-01
EU920831,2,AA,South-America ,GUF,French-Guiana,,NA,,,,1998-08-01
EU920832,2,AA,South-America ,GUF,French-Guiana,,NA,,,,1999-05-01
EU920833,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2000-01-01
EU920834,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2001-12-01
EU920835,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2002-04-01
EU920840,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2005-10-01
EU920844,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2006-01-01
EU920845,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2006-01-01
EU920846,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2006-03-01
EU920847,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2006-04-01
EU920848,2,AA,South-America ,GUF,French-Guiana,,NA,,,,2006-04-01
EU920849,2,AA,Caribbean ,GLP,Guadeloupe,,NA,,,,2006-09-01
EU920850,2,AA,Caribbean ,GLP,Guadeloupe,,NA,,,,2006-10-01
HQ999999,2,AA,Central-Ameria,GTM,Guatemala,,,,,,2009
KU509267,2,AA,Central-Ameria,GTM,Guatemala,,,,,,2010
KY415992,2,AA,Caribbean ,HTI,Haiti,,NA,,,,2014-06-11
KX702403,2,AA,Caribbean ,HTI,Haiti,,NA,,,,2016-02-05
GQ199892,2,AA,Caribbean ,JAM,Jamaica,,NA,,,,2007
AF208496,2,AA,Caribbean ,MTQ,Martinique,,NA,,,,1998
EU920836,2,AA,Caribbean ,MTQ,Martinique,,NA,,,,2005-06-01
EU920837,2,AA,Caribbean ,MTQ,Martinique,,NA,,,,2005-08-01
EU920841,2,AA,Caribbean ,MTQ,Martinique,,NA,,,,2005-10-01
EU920843,2,AA,Caribbean ,MTQ,Martinique,,NA,,,,2005-11-01
FJ898438,2,AA,Central-America,MEX,Mexico,,Nayarit,,,,2002
GQ199893,2,AA,Central-America,MEX,Mexico,,Oaxaca,,,,2002
GU369819,2,AA,Central-America,MEX,Mexico,,,,,,2002-08-22
GU131955,2,AA,Central-America,MEX,Mexico,,Quintana-Roo,,,,2004
GQ199894,2,AA,Central-America,MEX,Mexico,,Hidalgo,,,,2005
GQ868497,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2006
GU131959,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2006
GQ868515,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
GQ868516,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
GU131974,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
GU131975,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
KF955395,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
KJ189310,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
KJ189311,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2007
FJ898439,2,AA,Central-America,MEX,Mexico,,Chiapas,,,,2008
JN819422,2,AA,Central-America,MEX,Mexico,,Tapachula,,,,2008
KJ189308,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2009
KJ189309,2,AA,Central-America,MEX,Mexico,,Yucatan,,,,2010
KJ189370,2,AA,Central-America,MEX,Mexico,,,,,,2011
GQ199895,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,1999
FJ744705,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ744744,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2000
FJ744745,2,AA,Central-America,NIC,Nicaragua,,Masaya,,,,2000
FJ850060,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850061,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850062,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850063,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850064,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850065,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850066,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ850117,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2000
FJ850118,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2000
FJ850119,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2000
FJ873808,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ898477,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
FJ898478,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2000
JN819416,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2000
FJ744704,2,AA,Central-America,NIC,Nicaragua,,Leon,,,,2001
FJ850120,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2001
FJ850121,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2001
GQ199898,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2001
GQ199897,2,AA,Central-America,NIC,Nicaragua,,Matagalpa,,,,2002
FJ898436,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2004
GQ199874,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2004
EU482597,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482598,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482599,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482600,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482602,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482631,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482632,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482635,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482636,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482637,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482680,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482681,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482695,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482748,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482749,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482750,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482751,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482752,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482753,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482754,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482755,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482756,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482757,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482758,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482759,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482760,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482761,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482762,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482763,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482766,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482769,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482770,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482771,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU596484,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ226066,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ478455,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ850053,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ850054,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ850115,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ898435,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ906956,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ906961,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
FJ906962,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
GQ868604,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
HM631868,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
HQ541793,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
HQ541794,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
HQ541800,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
HQ541801,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
JX079694,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
KF955362,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2005
EU482444,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482620,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482633,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482634,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482639,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482682,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482683,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482684,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482685,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482686,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482687,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482688,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482689,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482690,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482691,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482692,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482693,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482696,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482772,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482773,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU596483,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
FJ744741,2,AA,Central-America,NIC,Nicaragua,,Carazo,,,,2006
FJ744742,2,AA,Central-America,NIC,Nicaragua,,Carazo,,,,2006
FJ850067,2,AA,Central-America,NIC,Nicaragua,,Carazo,,,,2006
GQ199896,2,AA,Central-America,NIC,Nicaragua,,Carazo,,,,2006
HM631866,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
HM631867,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
HQ541786,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
HQ733861,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
JN819424,2,AA,Central-America,NIC,Nicaragua,,Carazo,,,,2006
JX079695,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2006
EU482601,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482603,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482621,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482622,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482623,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482624,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482625,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482626,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482627,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482628,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482629,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482630,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482638,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU482694,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569692,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569693,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569694,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569695,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569696,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
