accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
EU569697,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569698,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569699,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569700,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569701,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU569702,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU596495,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU596496,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU596497,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU596498,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU596499,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU596500,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU621672,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU660404,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU660405,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
EU660406,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ182014,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ373300,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ373301,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ390390,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ390391,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ410291,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ478459,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ547090,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ639833,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ639834,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ639835,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ639836,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ639837,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ744703,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ744706,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ744707,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ744708,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ744743,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ850050,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ850051,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ850116,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ882593,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ882594,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ898432,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ898434,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ898479,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ906960,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ913016,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
GQ199605,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
GQ199866,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
GQ199868,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
GQ199869,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
GQ868646,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
HM631865,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
HQ541787,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
HQ541788,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
HQ634199,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JF357905,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JF357907,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JN819420,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JN819421,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JX079687,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JX079690,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
JX079696,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
KF955366,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
KF955369,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2007
FJ205885,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2008
FJ744709,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2008
FJ810418,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2008
HQ541792,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2008
JF357906,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2008
JX079688,2,AA,Central-America,NIC,Nicaragua,,Ciudad-sandino,,,,2008
HQ705624,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2009
HQ705625,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2009
JF730051,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2009
JF730052,2,AA,Central-America,NIC,Nicaragua,,Managua,,,,2009
KY977454,2,AA,Central-Ameria,PAN,Panama,,,,,,2011
KC294216,2,AA,South-America ,PER,Peru,,Iquitos,,,,2002-02-06
KC294222,2,AA,South-America ,PER,Peru,,Iquitos,,,,2002-03-22
KC294200,2,AA,South-America ,PER,Peru,,Puerto-Maldonado,,,,2007-03-28
KC294201,2,AA,South-America ,PER,Peru,,Puerto-Maldonado,,,,2009-02-13
KC294223,2,AA,South-America ,PER,Peru,,Iquitos,,,,2010-10-19
KC294219,2,AA,South-America ,PER,Peru,,Iquitos,,,,2010-10-21
KC294220,2,AA,South-America ,PER,Peru,,Iquitos,,,,2010-11-04
KC294221,2,AA,South-America ,PER,Peru,,Iquitos,,,,2010-11-16
KC294217,2,AA,South-America ,PER,Peru,,Yurimaguas,,,,2010-11-22
KC294202,2,AA,South-America ,PER,Peru,,Iquitos,,,,2010-12-13
KC294215,2,AA,South-America ,PER,Peru,,Yurimaguas,,,,2010-12-22
KC294203,2,AA,South-America ,PER,Peru,,Iquitos,,,,2010-12-29
KC294204,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-01-03
KC294205,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-01-18
KC294218,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-01-24
KC294206,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-02-07
KC294207,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-02-11
KC294208,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-02-23
KC294209,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-03-01
KC294210,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-03-23
KC294211,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-04-04
KC294212,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-04-24
KC294213,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-04-29
KC294214,2,AA,South-America ,PER,Peru,,Iquitos,,,,2011-05-11
EU482568,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1986
EU569704,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1986
KF955363,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1986
EU482569,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482570,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482571,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482572,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482573,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482574,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482575,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482576,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482577,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1987
EU482578,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1988
EU482579,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1988
EU482742,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1988
EU482747,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1988
EU482562,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482580,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482581,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482582,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482583,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482584,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482585,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482743,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482744,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482745,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482746,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU660398,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1989
EU482586,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1990
EU482587,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1990
EU482588,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1990
EU482590,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1990
EU529701,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1991
EU482594,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1992
EU482589,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1993
EU569705,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1993
EU482736,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU482737,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU482739,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU482740,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU482741,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU529694,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU529695,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU529700,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398269,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398270,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398271,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398272,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398273,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398274,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398275,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398276,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398277,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398278,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398279,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398280,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398281,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398282,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398283,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398284,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398285,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398286,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398287,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398288,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398289,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398290,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398291,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398292,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398293,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398294,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398295,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398296,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398297,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398299,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398300,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398302,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398303,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398304,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398305,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398306,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398307,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398308,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398309,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398310,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398311,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398312,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398313,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ398314,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
EU569706,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
EU569707,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
EU569708,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
EU660399,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
GQ398298,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
GQ398301,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
EU482561,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU569703,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU569709,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU569710,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU596485,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU596486,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU677141,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU569713,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569714,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569715,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569716,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569717,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569718,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569719,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU569720,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
KF955372,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
KF955373,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1997
EU482545,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482546,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482547,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482550,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482554,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482560,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482565,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482727,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482728,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482732,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482733,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482734,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482735,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482738,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU569711,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU569712,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU596487,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU660400,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU687212,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU482557,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU482729,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU482730,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU677142,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU677143,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU677144,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU677145,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
EU687222,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2000
EU687223,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2000
EU687224,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2000
EU687225,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2000
EU482593,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU687227,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU687228,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU687229,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU687230,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU687231,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU687232,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2001
EU482722,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2002
EU482723,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2002
EU687199,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU687235,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU687236,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU687237,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU687238,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU687240,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU687241,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2003
EU529693,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU677146,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU677147,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU687213,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU687214,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU687215,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU687242,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU687243,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU687244,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2004
EU482556,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU482724,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU482731,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU687216,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU687217,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU687245,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU726770,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU781135,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2005
EU482544,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482548,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482549,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482551,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482552,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482553,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482719,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482720,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482721,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482725,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU482726,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU529706,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
KF955359,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
KF955360,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
KF955364,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2006
EU596488,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2007
EU596489,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2007
EU596490,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2007
EU596491,2,AA,Caribbean ,PRI,Puerto-Rico,,NA,,,,2007
FJ898460,2,AA,Caribbean ,KNA,Saint-Kitts-and-Nevis,,Saint-kitts,,,,2001
EU920838,2,AA,South-America ,SUR,Suriname,,NA,,,,2005-08-01
EU920842,2,AA,South-America ,SUR,Suriname,,NA,,,,2005-10-01
KY670633,2,AA,East-Asia,TWN,Taiwan,,XiShuangbanna,,,,1995-09-01
DQ181801,2,AA,Southeast-Asia,THA,Thailand,,Bangkok,,,,1990
KX702404,2,AA,Caribbean ,USA,USA,,Flordia,,,,2016-05-22
GQ868540,2,AA,South-America ,VEN,Venezuela,,Maracay,,,,1990
GQ868541,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,1991
GQ868595,2,AA,South-America ,VEN,Venezuela,,,,,,1991
GQ868596,2,AA,South-America ,VEN,Venezuela,,,,,,1991
GQ868597,2,AA,South-America ,VEN,Venezuela,,,,,,1991
GQ868598,2,AA,South-America ,VEN,Venezuela,,,,,,1991
EU687220,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,1996
EU726775,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,1996
FJ898465,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,1998
FJ898466,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2000
JN819408,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2001
FJ639734,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2003
FJ639783,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2003
FJ639788,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2004
FJ850112,2,AA,South-America ,VEN,Venezuela,,Caracas,,,,2004
FJ639732,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2005
FJ639733,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2005
FJ639809,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2005
FJ898467,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2005
FJ639822,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2006
HQ332184,2,AA,South-America ,VEN,Venezuela,,,,,,2006
EU482604,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU482605,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU482606,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU482607,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU482608,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ850105,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868641,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
HQ332185,2,AA,South-America ,VEN,Venezuela,,,,,,2007
HQ332186,2,AA,South-America ,VEN,Venezuela,,,,,,2007
HQ332187,2,AA,South-America ,VEN,Venezuela,,,,,,2007
HQ332188,2,AA,South-America ,VEN,Venezuela,,,,,,2007
HQ332189,2,AA,South-America ,VEN,Venezuela,,,,,,2007
HQ332190,2,AA,South-America ,VEN,Venezuela,,,,,,2007
JN819407,2,AA,South-America ,VEN,Venezuela,,Mérida,,,,2007
KF955385,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
KF955386,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ850106,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2008
FJ850107,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2008
FJ850108,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2008
MH450310,2,AA,South-America ,VEN,Venezuela,,Aragua,,,,2010-08-31
MH069499,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-09-22
MH450295,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-09-22
MH069498,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-10-06
MH450300,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-10-15
MH069497,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-10-17
MH069496,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-10-26
MH450302,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-10-27
MH069495,2,AA,South-America ,VEN,Venezuela,,Carabobo,,,,2015-12-14
MH215277,2,AA,South-America ,VEN,Venezuela,,,,,,2016-04-01
JN819418,2,AA,Southeast-Asia,VNM,Vietnam,,,,,,1988
JX649147,2,AA,Southeast-Asia,VNM,Vietnam,,,,,,1995
JX649148,2,AA,Southeast-Asia,VNM,Vietnam,,,,,,1995
FM210217,2,AA,Southeast-Asia,VNM,Vietnam,,South,,,,1999
FM210224,2,AA,Southeast-Asia,VNM,Vietnam,,South,,,,2001
FM210225,2,AA,Southeast-Asia,VNM,Vietnam,,South,,,,2001
FM210238,2,AA,Southeast-Asia,VNM,Vietnam,,South,,,,2001
AB479041,2,AA,Southeast-Asia,VNM,Vietnam,,Ho-Chi-Minh,,,,2002
AB479042,2,AA,Southeast-Asia,VNM,Vietnam,,Ho-Chi-Minh,,,,2002
