accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
KJ579243,4,,South-America ,BRA,Brazil,,,,,,2012-03-28
KJ579244,4,,South-America ,BRA,Brazil,,,,,,2012-03-30
KJ579245,4,,South-America ,BRA,Brazil,,,,,,2012-03-30
KJ596659,4,,South-America ,BRA,Brazil,,,,,,2012-03-30
KP188560,4,,South-America ,BRA,Brazil,,,,,,2012-04-02
KJ596660,4,,South-America ,BRA,Brazil,,,,,,2012-04-03
KJ596661,4,,South-America ,BRA,Brazil,,,,,,2012-04-05
KJ579247,4,,South-America ,BRA,Brazil,,,,,,2012-04-12
KJ579242,4,,South-America ,BRA,Brazil,,,,,,2012-04-18
KJ579246,4,,South-America ,BRA,Brazil,,,,,,2012-04-19
KJ579248,4,,South-America ,BRA,Brazil,,,,,,2012-04-19
KJ596669,4,,South-America ,BRA,Brazil,,,,,,2012-04-19
KJ596670,4,,South-America ,BRA,Brazil,,,,,,2012-04-19
KJ596658,4,,South-America ,BRA,Brazil,,,,,,2012-04-20
KJ579240,4,,South-America ,BRA,Brazil,,,,,,2012-04-23
KJ579241,4,,South-America ,BRA,Brazil,,,,,,2012-04-23
KP188561,4,,South-America ,BRA,Brazil,,,,,,2012-07-11
KP188562,4,,South-America ,BRA,Brazil,,,,,,2012-12-10
KU513441,4,,South-America ,BRA,Brazil,,,,,,2013
KP188563,4,,South-America ,BRA,Brazil,,,,,,2013-01-07
KP188564,4,,South-America ,BRA,Brazil,,,,,,2013-01-10
KP188565,4,,South-America ,BRA,Brazil,,,,,,2013-01-30
KY369950,4,,South-America ,BRA,Brazil,,,,,,2013-02-01
KY369951,4,,South-America ,BRA,Brazil,,,,,,2013-02-01
KP188566,4,,South-America ,BRA,Brazil,,,,,,2013-02-08
KF955510,4,,Southeast-Asia,KHM,Cambodia,,Bmc,,,,2002
KF955511,4,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2005
KF955527,4,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
KF955528,4,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
KF955529,4,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
JN638571,4,,Southeast-Asia,KHM,Cambodia,,,,,,2007
KF955516,4,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2008
KF955530,4,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2008
KF955513,4,,Southeast-Asia,KHM,Cambodia,,BTB,,,,2008
JN638570,4,,Southeast-Asia,KHM,Cambodia,,,,,,2008
JN638572,4,,Southeast-Asia,KHM,Cambodia,,,,,,2008
FJ196849,4,,East-Asia,CHN,China,,Guangzhou,GuangdongProvince,,,1978
FJ196850,4,,East-Asia,CHN,China,,Guangdong,,,,1990
JQ822247,4,,East-Asia,CHN,China,,Guangdong,,,,2010
KP723482,4,,East-Asia,CHN,China,,Guangdong,,,,2010
JF741967,4,,East-Asia,CHN,China,,Guangdong,,,,2010-09-26
KC333651,4,,East-Asia,CHN,China,,Guangdong,,,,2012
MG601754,4,,East-Asia,CHN,China,,,,,,2013-08-30
KY672959,4,,East-Asia,CHN,China,,,,,,2015-08-07
MK614093,4,,East-Asia,CHN,China,,Guangzhou,,,,2018-05-03
MK614092,4,,East-Asia,CHN,China,,Guangzhou,,,,2018-05-17
MK614091,4,,East-Asia,CHN,China,,Guangzhou,,,,2018-06-16
MK614090,4,,East-Asia,CHN,China,,Guangzhou,,,,2018-06-28
MK614089,4,,East-Asia,CHN,China,,Guangzhou,,,,2018-08-31
MK640208,4,,East-Asia,CHN,China,,Guangzhou,,,,2018-08-31
MK614088,4,,East-Asia,CHN,China,,Guangzhou,,,,2019-01-21
KY672956,4,,East-Asia,CHN,China,,,,,,
KY672957,4,,East-Asia,CHN,China,,,,,,
KY672958,4,,East-Asia,CHN,China,,,,,,
KY672960,4,,East-Asia,CHN,China,,,,,,
AF289029,4,,East-Asia,CHN,China,,Guangzhou,,,,
GU289913,4,,South-America ,COL,Colombia,,,,,,1982
FJ024476,4,,South-America ,COL,Colombia,,Santander,,,,1997
GQ868579,4,,South-America ,COL,Colombia,,Santander,,,,2001
GQ868580,4,,South-America ,COL,Colombia,,Santander,,,,2001
GQ868581,4,,South-America ,COL,Colombia,,Santander,,,,2001
GQ868582,4,,South-America ,COL,Colombia,,Santander,,,,2001
GQ868583,4,,South-America ,COL,Colombia,,Santander,,,,2004
GQ868584,4,,South-America ,COL,Colombia,,Santander,,,,2004
GQ868585,4,,South-America ,COL,Colombia,,Norte-de-santander,,,,2005
KY474335,4,,South-America ,ECU,Ecuador,,Machala,,,,2014
JQ915081,4,,Oceania,PYF,French-Polynesia,,Taha'a,,,,2009-01-29
JQ915082,4,,Oceania,PYF,French-Polynesia,,Tahiti,,,,2009-03-23
JQ915083,4,,Oceania,PYF,French-Polynesia,,Raiatea,,,,2009-04-08
JQ915084,4,,Oceania,PYF,French-Polynesia,,Tahiti,,,,2010-06-15
JF262782,4,,Caribbean ,HTI,Haiti,,NA,,,,1994
KT276273,4,,Caribbean ,HTI,Haiti,,NA,,,,2014-09-08
KP140942,4,,Caribbean ,HTI,Haiti,,NA,,,,2014-09-11
MK514144,4,,Caribbean ,HTI,Haiti,,,,,,2015-01-28
JF262783,4,,South-Asia,IND,India,,,,,,1961
JQ922558,4,,South-Asia,IND,India,,,,,,1962
JQ922559,4,,South-Asia,IND,India,,,,,,1979
JQ922560,4,,South-Asia,IND,India,,,,,,2009
KU509287,4,,South-Asia,IND,India,,,,,,2009
KX845005,4,,South-Asia,IND,India,,,,,,2015
MG272272,4,,South-Asia,IND,India,,Pune,,,,2016
MG272273,4,,South-Asia,IND,India,,Pune,,,,2016
MG272274,4,,South-Asia,IND,India,,Pune,,,,2016
KX812530,4,,Southeast-Asia,IDN,Indonesia,,,,,,1976
AY858050,4,,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
KC762694,4,,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-05-30
KC762695,4,,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-07-09
KC762696,4,,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-08-13
KC762697,4,,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-12-11
KC762699,4,,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-03-28
KC762698,4,,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-04-30
KU509288,4,,Southeast-Asia,IDN,Indonesia,,Bali,,,,2010
MH823210,4,,Southeast-Asia,IDN,Indonesia,,,,,,2014
KU523872,4,,Southeast-Asia,IDN,Indonesia,,,,,,2015-04-08
AY858049,4,,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,
LC069810,4,,East-Asia,JPN,Japan,,,,,,2015
KY849762,4,,Southeast-Asia,LAO,Laos,,Salavan,,,,2009-07-13
JF262780,4,,Southeast-Asia,MYS,Malaysia,,,,,,1973
EF457906,4,,Southeast-Asia,MYS,Malaysia,,,,,,1975
JF262779,4,,Southeast-Asia,MYS,Malaysia,,,,,,1975
FN429919,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1995
FN429920,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2001
FN429921,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2001
FN429922,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2002
FN429923,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2003
FN429924,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2003
FN429925,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2004
FN429926,4,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2004
MH888334,4,,Southeast-Asia,MYS,Malaysia,,,,,,2013-01-04
JQ915085,4,,Oceania,NCL,New-Caledonia,,Noumea,,,,2008-02-20
JQ915086,4,,Oceania,NCL,New-Caledonia,,Dumbea,,,,2009-02-05
JQ915087,4,,Oceania,NCL,New-Caledonia,,Noumea,,,,2009-03-17
JQ915088,4,,Oceania,NCL,New-Caledonia,,Noumea,,,,2009-04-02
JQ915089,4,,Oceania,NCL,New-Caledonia,,Dumbea,,,,2009-09-23
KF041260,4,,South-Asia,PAK,Pakistan,,Karachi,,,,2009
GQ868594,4,,Southeast-Asia,PHL,Philippines,,NA,,,,1956
KR011349,4,,Southeast-Asia,PHL,Philippines,,NA,,,,1956-08-28
KU523871,4,,Southeast-Asia,PHL,Philippines,,NA,,,,2014-02-13
EU854295,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1986
FJ226067,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ199878,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
GQ199879,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1994
FJ810417,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
FJ850057,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
GQ199880,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
GQ252675,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1995
FJ850058,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
GQ199881,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
GQ199882,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
GQ199883,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
GQ199884,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
GQ199885,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1996
EU854296,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
EU854297,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ024424,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ850059,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ882595,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ882596,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ882597,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ882598,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1998
FJ882599,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
FJ882600,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
FJ882601,4,,Caribbean ,PRI,Puerto-Rico,,NA,,,,1999
KF907503,4,,Africa,SEN,Senegal,,,,,,1953
MF004387,4,,Africa,SEN,Senegal,,,,,,1981
GQ398256,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2005
HQ875339,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2008
JX024757,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2010-12
JX024758,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2010-12
KP792537,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2011
KX224312,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2014
KY921910,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2016-01
KY921909,4,,Southeast-Asia,SGP,Singapore,,NA,,,,2016-03
KP406806,4,,East-Asia,KOR,South Korea,,,,,,
KJ160504,4,,South-Asia,LKA,Sri Lanka,,,,,,
KX059016,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-04
KX059018,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-04
KX059015,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-07
KX059019,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-07
KX059028,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-07
KX059029,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-08
KX059030,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-08
KX059031,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-08
KX059017,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-09
KX059020,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-09
KX059032,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-09
KX059021,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-10
KX059022,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-10
KX059033,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-10
KX059034,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-10
KX059035,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-10
KX059023,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-11
KX059036,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-11
KX059037,4,,South-Asia,LKA,Sri-Lanka,,,,,,2012-12
KX059024,4,,South-Asia,LKA,Sri-Lanka,,,,,,2013-01
KX059025,4,,South-Asia,LKA,Sri-Lanka,,,,,,2013-02
KX059026,4,,South-Asia,LKA,Sri-Lanka,,,,,,2013-02
KX059027,4,,South-Asia,LKA,Sri-Lanka,,,,,,2013-03
AY776330,4,,East-Asia,TWN,Taiwan,,,,,,2000-07-13
KY670635,4,,East-Asia,TWN,Taiwan,,NA,,,,2003-10
AY618991,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1977
AY618990,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1991
KY586836,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586837,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586838,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586839,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586938,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586939,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586940,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586943,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
AY618988,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1997
AY618989,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1997
KY586833,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586834,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586835,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586922,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586941,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586945,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586946,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586832,4,,Southeast-Asia,THA,Thailand,,,,,,1999
AY618993,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586827,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586902,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586903,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586904,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586912,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586914,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586917,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586918,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586919,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586932,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586933,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586935,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586936,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586937,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586898,4,,Southeast-Asia,THA,Thailand,,,,,,2000
KY586908,4,,Southeast-Asia,THA,Thailand,,,,,,2000
KY586909,4,,Southeast-Asia,THA,Thailand,,,,,,2000
AY618992,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586869,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586886,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586910,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586911,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586913,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586915,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586916,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586920,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586921,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586927,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586928,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586934,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586944,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586824,4,,Southeast-Asia,THA,Thailand,,,,,,2001
KY586825,4,,Southeast-Asia,THA,Thailand,,,,,,2001
KY586826,4,,Southeast-Asia,THA,Thailand,,,,,,2001
KY586900,4,,Southeast-Asia,THA,Thailand,,,,,,2001
KY586830,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586878,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586892,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586893,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586894,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586899,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586906,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586925,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586926,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586929,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586930,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586931,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586823,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586870,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586887,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586895,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586896,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586897,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586901,4,,Southeast-Asia,THA,Thailand,,,,,,2002
KY586831,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2003
KY586907,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2003
KY586857,4,,Southeast-Asia,THA,Thailand,,,,,,2003
KY586877,4,,Southeast-Asia,THA,Thailand,,,,,,2003
KY586889,4,,Southeast-Asia,THA,Thailand,,,,,,2003
KY586923,4,,Southeast-Asia,THA,Thailand,,,,,,2003
KY586924,4,,Southeast-Asia,THA,Thailand,,,,,,2003
KY586848,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586851,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586854,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586856,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586861,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586864,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586867,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586872,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586876,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586882,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586885,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586905,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586862,4,,Southeast-Asia,THA,Thailand,,,,,,2004
KY586866,4,,Southeast-Asia,THA,Thailand,,,,,,2004
KY586879,4,,Southeast-Asia,THA,Thailand,,,,,,2004
KY586881,4,,Southeast-Asia,THA,Thailand,,,,,,2004
KY586888,4,,Southeast-Asia,THA,Thailand,,,,,,2004
KY586855,4,,Southeast-Asia,THA,Thailand,,,,,,2005
KY586865,4,,Southeast-Asia,THA,Thailand,,,,,,2005
KY586868,4,,Southeast-Asia,THA,Thailand,,,,,,2005
KY586880,4,,Southeast-Asia,THA,Thailand,,,,,,2005
KY586890,4,,Southeast-Asia,THA,Thailand,,,,,,2005
KY586891,4,,Southeast-Asia,THA,Thailand,,,,,,2005
KF955521,4,,Southeast-Asia,THA,Thailand,,Kampheange phet,,,,2006
KF955522,4,,Southeast-Asia,THA,Thailand,,Kampheange phet,,,,2006
KY586842,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586843,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586844,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586845,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586846,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586849,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586850,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586852,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586853,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586859,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586860,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586863,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586873,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586875,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586883,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586884,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586942,4,,Southeast-Asia,THA,Thailand,,Bangkok,,,,2006
KY586828,4,,Southeast-Asia,THA,Thailand,,,,,,2006
KY586847,4,,Southeast-Asia,THA,Thailand,,,,,,2006
KM190936,4,,Southeast-Asia,THA,Thailand,,,,,,2006-05-26
KY586858,4,,Southeast-Asia,THA,Thailand,,,,,,2007
KY586874,4,,Southeast-Asia,THA,Thailand,,,,,,2007
MK506266,4,,Southeast-Asia,THA,Thailand,,,,,,2007-08
KY586871,4,,Southeast-Asia,THA,Thailand,,,,,,2008
KY586829,4,,Southeast-Asia,THA,Thailand,,,,,,2010
KY586840,4,,Southeast-Asia,THA,Thailand,,,,,,2010
KY586841,4,,Southeast-Asia,THA,Thailand,,,,,,2010
KR922405,4,,Southeast-Asia,THA,Thailand,,,,,,2011
KT026308,4,,Southeast-Asia,THA,Thailand,,,,,,2011
KT026309,4,,Southeast-Asia,THA,Thailand,,,,,,2011
KT026310,4,,Southeast-Asia,THA,Thailand,,,,,,2011
KY451945,4,,Southeast-Asia,THA,Thailand,,,,,,2013-06
LC410197,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2016-09
LC410196,4,,Southeast-Asia,THA,Thailand,,Pathum-Thani,,,,2016-09
LC410198,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2016-10
LC410199,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2016-10
LC410200,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2016-11
LC410201,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2016-12
LC410202,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2017-06
LC410203,4,,Southeast-Asia,THA,Thailand,,Nonthaburi,,,,2017-06
JF262781,4,,South-America ,VEN,Venezuela,,,,,,1995
FJ639736,4,,South-America ,VEN,Venezuela,,Aragua,,,,1998
FJ639737,4,,South-America ,VEN,Venezuela,,Aragua,,,,1998
FJ639738,4,,South-America ,VEN,Venezuela,,Aragua,,,,1998
FJ639739,4,,South-America ,VEN,Venezuela,,Aragua,,,,1998
JN819409,4,,South-America ,VEN,Venezuela,,Aragua,,,,1998
FJ639742,4,,South-America ,VEN,Venezuela,,Aragua,,,,1999
FJ639744,4,,South-America ,VEN,Venezuela,,Aragua,,,,1999
FJ639745,4,,South-America ,VEN,Venezuela,,Aragua,,,,1999
FJ639748,4,,South-America ,VEN,Venezuela,,Aragua,,,,2000
FJ850095,4,,South-America ,VEN,Venezuela,,Aragua,,,,2000
FJ639764,4,,South-America ,VEN,Venezuela,,Aragua,,,,2001
FJ639773,4,,South-America ,VEN,Venezuela,,Aragua,,,,2001
JN819406,4,,South-America ,VEN,Venezuela,,Mérida,,,,2006
KF955523,4,,South-America ,VEN,Venezuela,,Mérida,,,,2007
EU854299,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU854300,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU854301,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ182016,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ182017,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
