accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
KP406801,1,III,Southeast-Asia,SGP,Singapore,,NA,,1.3408528,103.8784469,2004
AY732474,1,III,Southeast-Asia,THA,Thailand,,Bangkok,,13.7538929,100.8160803,1980
AY732476,1,III,Southeast-Asia,THA,Thailand,,Bangkok,,13.7538929,100.8160803,1980
AY762084,1,III,,,,,,,,,1993
MH921567,1,IV,Oceania,AUS,Australia,,Queensland,,-21.9182856,144.4588889,2016
MH921566,1,IV,Oceania,AUS,Australia,,Queensland,,-21.9182856,144.4588889,2015
EU179861,1,IV,Southeast-Asia,BRN,Brunei,,NA,,4.4137155,114.5653908,2006
EU863650,1,IV,South-America ,CHL,Chile,,Easter-Island,,-27.12595935,-109.3495764,2002
KJ933413,1,IV,East-Asia,CHN,China,,Jiangsu,,33.0000001,119.9999999,2012-04-24
KT827367,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,2010
KT827366,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,2007
FJ196841,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,2003
FJ196842,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,2003
JN205310,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,2002-09-01
KT827364,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,2002
FJ196846,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,1995
FJ196845,1,IV,East-Asia,CHN,China,,Guangdong,,23.1357694,113.1982688,1991
EF025110,1,IV,East-Asia,CHN,China,,,,,,1971
KY057366,1,IV,Southeast-Asia,IDN,Indonesia,,Surabaya,,-7.2459717,112.7378266,2012
KY057368,1,IV,Southeast-Asia,IDN,Indonesia,,Surabaya,,-7.2459717,112.7378266,2012
KY057371,1,IV,Southeast-Asia,IDN,Indonesia,,Surabaya,,-7.2459717,112.7378266,2012
KU509261,1,IV,Southeast-Asia,IDN,Indonesia,,Bali,,-8.4560181,115.2703855,2010
KC762640,1,IV,Southeast-Asia,IDN,Indonesia,,Makassar,,-5.1342962,119.4124282,2008-08-04
KC762628,1,IV,Southeast-Asia,IDN,Indonesia,,Makassar,,-5.1342962,119.4124282,2008-02-19
KC762630,1,IV,Southeast-Asia,IDN,Indonesia,,Makassar,,-5.1342962,119.4124282,2008-02-06
KC762653,1,IV,Southeast-Asia,IDN,Indonesia,,Makassar,,-5.1342962,119.4124282,2008-02-01
KC762620,1,IV,Southeast-Asia,IDN,Indonesia,,Makassar,,-5.1342962,119.4124282,2007-12-13
KC762651,1,IV,Southeast-Asia,IDN,Indonesia,,Makassar,,-5.1342962,119.4124282,2007-12-11
AB189120,1,IV,Southeast-Asia,IDN,Indonesia,,Sumatra,,-0.14410775,101.6245609,1998
AB189121,1,IV,Southeast-Asia,IDN,Indonesia,,Sumatra,,-0.14410775,101.6245609,1998
AY858983,1,IV,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,
AB204803,1,IV,East-Asia,JPN,Japan,,,,,,2004
AB195673,1,IV,East-Asia,JPN,Japan,,,,,,2003
JN697056,1,IV,Southeast-Asia,MYS,Malaysia,,,,,,2005-01-01
FN429889,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1997
FN429883,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429884,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429885,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429886,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429887,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429888,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429881,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1995
FN429882,1,IV,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1995
JQ915080,1,IV,Oceania,NCL,New-Caledonia,,NA,,-20.940436,164.9786537,2010-08-08
JQ915079,1,IV,Oceania,NCL,New-Caledonia,,NA,,-20.940436,164.9786537,2009-05-30
JQ915078,1,IV,Oceania,NCL,New-Caledonia,,NA,,-20.940436,164.9786537,2004-07-03
JQ915077,1,IV,Oceania,NCL,New-Caledonia,,NA,,-20.940436,164.9786537,2002-06-03
LC128301,1,IV,Southeast-Asia,PHL,Philippines,,NA,,12.7503486,122.7312101,2016-01-01
KP406803,1,IV,Southeast-Asia,PHL,Philippines,,NA,,12.7503486,122.7312101,2006
GQ868602,1,IV,Southeast-Asia,PHL,Philippines,,NA,,12.7503486,122.7312101,2004
JQ915076,1,IV,Oceania,PYF,French-Polynesia,,Tahiti,,-17.68749305,-149.4450781,2009-06-09
JQ915075,1,IV,Oceania,PYF,French-Polynesia,,Tahiti,,-17.68749305,-149.4450781,2009-02-06
JQ915074,1,IV,Oceania,PYF,French-Polynesia,,Moorea,,-17.53326075,-149.8386077,2008-09-18
JQ915073,1,IV,Oceania,PYF,French-Polynesia,,Bora-Bora,,-16.5043125,-151.7366887,2008-03-07
MG181997,1,IV,Oceania,PYF,French Polynesia,,,,,,2008-01-08
KY926849,1,IV,Oceania,PYF,French-Polynesia,,NA,,-16.31,-151.81,2008-01-08
JQ915072,1,IV,Oceania,PYF,French-Polynesia,,Tubuai,,-23.3728599,-149.482624,2007-11-05
JQ915071,1,IV,Oceania,PYF,French-Polynesia,,Raiatea,,-16.8194183,-151.4483912,2007-04-23
DQ672556,1,IV,Oceania,PYF,French-Polynesia,,NA,,-16.31,-151.81,2001
DQ672557,1,IV,Oceania,PYF,French-Polynesia,,NA,,-16.31,-151.81,2001
DQ672558,1,IV,Oceania,PYF,French-Polynesia,,NA,,-16.31,-151.81,2001
DQ672559,1,IV,Oceania,PYF,French-Polynesia,,NA,,-16.31,-151.81,2001
DQ672560,1,IV,Oceania,PYF,French-Polynesia,,NA,,-16.31,-151.81,2001
FJ898448,1,IV,Oceania,PYF,French-Polynesia,,Tahiti,,-17.68749305,-149.4450781,2001
DQ285558,1,IV,Africa,REU,Réunion,,NA,,-21.1309332,55.5265771,2004
DQ285560,1,IV,Africa,REU,Réunion,,NA,,-21.1309332,55.5265771,2004
MF033231,1,IV,Southeast-Asia,SGP,Singapore,,NA,,1.3408528,103.8784469,2015-03-01
KJ806939,1,IV,Southeast-Asia,SGP,Singapore,,NA,,1.3408528,103.8784469,2013
KX380797,1,IV,Southeast-Asia,SGP,Singapore,,NA,,1.3408528,103.8784469,2012
JN544410,1,IV,Southeast-Asia,SGP,Singapore,,NA,,1.3408528,103.8784469,2011-04-01
JN544411,1,IV,Southeast-Asia,SGP,Singapore,,NA,,1.3408528,103.8784469,2011-01-01
DQ285561,1,IV,Africa,SYC,Seychelles,,NA,,-4.6574977,55.4540146,2004
KY496854,1,IV,East-Asia,TWN,Taiwan,,NA,,23.59829785,120.8353631,2016-11-01
KY496855,1,IV,East-Asia,TWN,Taiwan,,NA,,23.59829785,120.8353631,2016-10-01
KX951689,1,IV,East-Asia,TWN,Taiwan,,NA,,23.59829785,120.8353631,2004-07-01
DQ672561,1,IV,Pacific,USA,USA,,Hawaii,,,,2001
DQ672562,1,IV,Pacific,USA,USA,,Hawaii,,,,2001
DQ672563,1,IV,Pacific,USA,USA,,Hawaii,,21.2160437,-157.975203,2001
DQ672564,1,IV,Pacific,USA,USA,,Hawaii,,21.2160437,-157.975203,2001
EF032590,1,IV,,,,,,,,,1995
AB074761,1,IV,,,,,,,,,
AY145121,1,IV,,,,,,,,,
AY145122,1,IV,,,,,,,,,
AY145123,1,IV,,,,,,,,,
AY373427,1,IV,,,,,,,,,
HH961660,1,IV,,,,,,,,,
JC562941,1,IV,,,,,,,,,
JE963510,1,IV,,,,,,,,,
LG230783,1,IV,,,,,,,,,
LQ243188,1,IV,,,,,,,,,
LZ951198,1,IV,,,,,,,,,
MS631897,1,IV,,,,,,,,,
KC692517,1,V,South-America ,ARG,Argentina,Argentina,Buenos-Aries,,-38.7142255,-62.26608441,2010-12-29
KC692516,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2010-05-18
KC692515,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2010-05-14
KC692514,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2010-05-03
KC692513,1,V,South-America ,ARG,Argentina,Argentina,Buenos-Aries,,-38.7142255,-62.26608441,2010-04-26
KC692512,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2010-02-17
KC692511,1,V,South-America ,ARG,Argentina,Argentina,Buenos-Aries,,-38.7142255,-62.26608441,2010-02-10
KC692510,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-05-28
KC692509,1,V,South-America ,ARG,Argentina,Argentina,Buenos-Aries,,-38.7142255,-62.26608441,2009-05-05
KC692508,1,V,South-America ,ARG,Argentina,Argentina,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-24
KC692507,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-23
KC692506,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-22
KC692504,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-16
KC692505,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-16
KC692503,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-14
KC692502,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-09
KC692501,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-06
KC692500,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-04-01
KC692499,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-03-31
KC692498,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-03-03
KC692497,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-03-02
KC692496,1,V,South-America ,ARG,Argentina,,Buenos-Aries,,-38.7142255,-62.26608441,2009-02-19
KC692495,1,V,South-America ,ARG,Argentina,Argentina,Buenos-Aries,,-38.7142255,-62.26608441,2009-02-03
KY829115,1,V,Africa,BLM,Saint Barthélemy,,NA,,,,2016-04-27
PB-840,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,CampinaGrande,-7.23,-35.88,2018-06-20
PB-891,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Caturite,-7.42,-36.04,2018-06-17
PB-854,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Uirauna,-6.52,-38.41,2018-06-16
PB-786,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Queimadas,-7.36,-35.9,2018-06-10
PB-810,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Queimadas,-7.36,-35.9,2018-06-07
PB-894,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,CampinaGrande,-7.23,-35.88,2018-06-03
PB-832,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Caturite,-7.42,-36.04,2018-06-01
PB-760,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Barauna,-6.64,-36.25,2018-05-27
PB-761,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Barauna,-6.64,-36.25,2018-05-26
PB-762,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Barauna,-6.64,-36.25,2018-05-26
PB-634,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-05-21
PB-782,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Caturite,-7.42,-36.04,2018-05-18
PB-735,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,SaoDomingos,-6.82,-37.94,2018-05-13
PB-736,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Pombal,-6.77,-37.8,2018-05-13
PB-731,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,SaoDomingos,-6.82,-37.94,2018-05-12
PB-709,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-05-09
PB-705,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-05-07
PB-707,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-05-07
PB-706,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-05-04
PB-711,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-05-04
PB-638,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-23
PB-636,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-22
PB-640,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-22
PB-635,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-21
PB-639,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-21
PB-641,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-21
PB-644,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Paraiba,Coremas,-7.02,-37.95,2018-04-20
KP188568,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2014-02-10
KP188545,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2013-10-25
KP188567,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2013-02-26
KP188546,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2013-02-04
KP188548,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2013-01-14
KP188547,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2013-01-05
KY369949,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2013
KP188544,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2012-03-16
KP188543,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2012-02-13
KP188542,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-20.8,-49.36,2011-06-08
KP188541,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-20.8,-49.36,2011-05-24
KP188540,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-20.8,-49.36,2011-05-03
KF672760,1,V,South-America ,BRA,Brazil,Southeast-Brazil,Rio-de-Janeiro,,-22.28,-42.42,2011
KP188539,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2010-10-13
JX669461,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2010
JX669462,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2010
JX669463,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2010
JX669464,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2010
JX669465,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2010
JX669466,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2010
KF672759,1,V,South-America ,BRA,Brazil,Southeast-Brazil,Rio-de-Janeiro,,-22.28,-42.42,2010
FJ850093,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2008
GU131863,1,V,South-America ,BRA,Brazil,Southeast-Brazil,SaoPaulo,,-23.5506507,-46.6333824,2008
FJ850090,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2007
FJ850087,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2006
FJ850084,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2005
FJ850081,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2004
FJ850077,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2003
FJ850075,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2002
JX669475,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2002
AB519681,1,V,South-America ,BRA,Brazil,CentralWest-Brazil,Distrito-Federal,,-15.7754462,-47.7970891,2001
FJ850073,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Northeast,,,,2001
JX669473,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2001
JX669474,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2001
KF672764,1,V,South-America ,BRA,Brazil,Southeast-Brazil,Rio-de-Janeiro,,-22.28,-42.42,2001
FJ850070,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2000
FJ850071,1,V,South-America ,BRA,Brazil,North-Brazil,Northern,,,,2000
JX669472,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,2000
KF672763,1,V,South-America ,BRA,Brazil,Southeast-Brazil,Espirito-Santo,,-19.5687682,-40.1721991,2000
JX669471,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,1999
JX669470,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,1998
JX669468,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,1997
JX669469,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,1997
AF311956,1,V,South-America,BRA,Brazil,,,,,,1997
AF311957,1,V,South-America,BRA,Brazil,,,,,,1997
AF311958,1,V,South-America,BRA,Brazil,,,,,,1997
JX669467,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Pernambuco,,-8.4116316,-37.5919699,1996
AF226685,1,V,South-America,BRA,Brazil,,,,,,1990
KF672762,1,V,South-America ,BRA,Brazil,Southeast-Brazil,Rio-de-Janeiro,,-22.28,-42.42,1989
KF672761,1,V,South-America ,BRA,Brazil,Southeast-Brazil,Rio-de-Janeiro,,-22.28,-42.42,1988
D1-s72,1,V,South-America ,BRA,Brazil,CentralWest-Brazil,MatoGrosso,,-12.2115009,-55.5716547,2008
D1-s65,1,V,South-America ,BRA,Brazil,North-Brazil,Para,,-4.7493933,-52.8973006,2007
D1-s66,1,V,South-America ,BRA,Brazil,North-Brazil,Para,,-4.7493933,-52.8973006,2007
D1-s61,1,V,South-America ,BRA,Brazil,North-Brazil,Para,,-4.7493933,-52.8973006,2006
D1-s60,1,V,South-America ,BRA,Brazil,North-Brazil,Amapa,,1.3545442,-51.9161977,2005
D1-s59,1,V,South-America ,BRA,Brazil,North-Brazil,Para,,-4.7493933,-52.8973006,2004
D1-s58,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Maranhao,,-5.2085503,-45.3930262,2003
D1-s56,1,V,South-America ,BRA,Brazil,CentralWest-Brazil,MatoGrosso,,-12.2115009,-55.5716547,2002
D1-s57,1,V,South-America ,BRA,Brazil,North-Brazil,Tocantins,,-10.8855129,-48.3716912,2002
D1-s52,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Piaui,,-7.6992782,-42.5043787,2002
D1-s55,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Piaui,,-7.6992782,-42.5043787,2002
D1-s49,1,V,South-America ,BRA,Brazil,North-Brazil,Amapa,,1.3545442,-51.9161977,2001
D1-s51,1,V,South-America ,BRA,Brazil,North-Brazil,Roraima,,2.135138,-61.3631922,2001
D1-s48,1,V,South-America ,BRA,Brazil,North-Brazil,Acre,,-9.0478679,-70.5264976,2000
D1-s47,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Ceara,,-5.3264703,-39.7156073,2000
D1-s43,1,V,South-America ,BRA,Brazil,North-Brazil,Para,,-4.7493933,-52.8973006,1997
D1-s40,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Ceara,,-5.3264703,-39.7156073,1994
D1-s68,1,V,South-America ,BRA,Brazil,North-Brazil,Para,,,,
D1-s69,1,V,South-America ,BRA,Brazil,North-Brazil,Roraima,,,,
D1-s71,1,V,South-America ,BRA,Brazil,Northeast-Brazil,Maranhao,,,,
FJ384655,1,V,South-America,BRA,Brazil,,NA,,,,
GQ868570,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,2008
GQ868566,1,V,South-America ,COL,Colombia,Colombia,Santander,,7.0000085,-73.2500086,2007
GQ868567,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,2007
GQ868568,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,2007
GQ868569,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,2007
GQ868565,1,V,South-America ,COL,Colombia,Colombia,Norte-de-Santander,,8.4417924,-73.0492505,2006
GQ868563,1,V,South-America ,COL,Colombia,,Norte-de-Santander,,8.4417924,-73.0492505,2006
GQ868564,1,V,South-America ,COL,Colombia,,Norte-de-Santander,,8.4417924,-73.0492505,2006
GU131949,1,V,South-America ,COL,Colombia,,Norte-de-Santander,,8.4417924,-73.0492505,2006
GQ868562,1,V,South-America ,COL,Colombia,Colombia,Santander,,7.0000085,-73.2500086,2005
KJ189304,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,2005
GU131948,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,2001
GQ868561,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,1999
KJ189302,1,V,South-America ,COL,Colombia,Colombia,Santander,,7.0000085,-73.2500086,1998
GQ868559,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,1998
GQ868560,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,1998
KJ189303,1,V,South-America ,COL,Colombia,,Santander,,7.0000085,-73.2500086,1998
MF797878,1,V,South-America ,ECU,Ecuador,Ecuador,Esmeraldas,,0.8066385,-79.63597111,2014-02-17
KY474305,1,V,South-America ,ECU,Ecuador,Ecuador,Machala,,-3.2587494,-79.9595133,2014
KY474307,1,V,South-America ,ECU,Ecuador,Ecuador,Machala,,-3.2587494,-79.9595133,2014
KY474303,1,V,South-America ,ECU,Ecuador,,Machala,,,,2014
KY474304,1,V,South-America ,ECU,Ecuador,,Machala,,,,2014
KY474306,1,V,South-America ,ECU,Ecuador,,Machala,,-3.2587494,-79.9595133,2014
MF004384,1,V,Europe,FRA,France,,Toulon,,43.1257311,5.9304919,2014-08-07
MG518567,1,V,Europe,FRA,France,,Nice,,43.7009358,7.2683912,2010-09-01
EF122231,1,V,South-America ,GUF,French Guiana,,,,,,
EF122232,1,V,South-America ,GUF,French Guiana,,,,,,
KT279761,1,V,Caribbean ,HTI,Haiti,Caribbean ,NA,,19.1399952,-72.3570972,2014-11-27
MG877553,1,V,Caribbean ,HTI,Haiti,,NA,,19.1399952,-72.3570972,2012
KU509264,1,V,Caribbean ,HTI,Haiti,,NA,,19.1399952,-72.3570972,2010
JN903578,1,V,South-Asia,IND,India,,Kerala,,10.3529588,76.5119752,2007-07-26
JQ922544,1,V,South-Asia,IND,India,,,,,,1963
KF289073,1,V,South-Asia,IND,India,,,,,,1956
KU509249,1,V,Caribbean ,JAM,Jamaica,Caribbean ,NA,,18.1850507,-77.3947693,2012
KJ189368,1,V,Central-America,MEX,Mexico,,,,,,2012
KJ189306,1,V,Central-America,MEX,Mexico,Mexico,Hidalgo,,20.5,-99,2011
KJ189307,1,V,Central-America,MEX,Mexico,,Nayarit,,22.0000001,-105.0000001,2011
KJ189348,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2011
KJ189349,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2011
KJ189369,1,V,Central-America,MEX,Mexico,,,,,,2011
KJ189316,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189341,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189342,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189343,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189344,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189345,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189346,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
KJ189347,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2009
GQ868529,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868530,1,V,Central-America,MEX,Mexico,,Yucatan,,,,2008
GQ868531,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868532,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868533,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868534,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868535,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868536,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868537,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GQ868538,1,V,Central-America,MEX,Mexico,,Yucatan,,,,2008
GQ868539,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GU131982,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GU131983,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
GU131984,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
HQ166037,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
KF955433,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
KJ189312,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
KJ189313,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
KJ189314,1,V,Central-America,MEX,Mexico,,Yucatan,,,,2008
KJ189315,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
KJ189331,1,V,Central-America,MEX,Mexico,,Yucatan,,20.6845957,-88.8755669,2008
