"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"","D3/SG/05K2418DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K2899DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K2918DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K2933DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3305DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3312DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3314DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3316DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3324DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3325DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3329DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3887DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"EU081207.1","D3/SG/05K3897DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1",""
"","D3/SG/05K3900DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3912DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3913DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3923DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3927DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K3928DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4141DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4144DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4157DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4159DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4168DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4176DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4182DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4440DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_I","3I_A","X"
"","D3/SG/05K4454DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4477DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_I","3I_A","X"
"","D3/SG/05K4647DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K4648DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"EU367962.1","07CHLS001","Lei_2008","NCBI","2007-XX-XX","China","East-Asia",3,"3_II","3II_A",""
"","DENV-3/VN/BID-V1008/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1009/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1010/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A","X"
"","DENV-3/VN/BID-V1011/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1012/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1013/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A","X"
"","DENV-3/VN/BID-V1014/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1015/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1016/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1017/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1018/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"EU482555.1","DENV-3/US/BID-V1043/2006","Henn_2008","NCBI","2006-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1049/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1050/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU482563.1","DENV-3/US/BID-V1075/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU482564.1","DENV-3/US/BID-V1078/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"EU482566.1","DENV-3/US/BID-V1088/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V858/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V859/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V904/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V906/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V913/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V1102/2007","Henn_2008","NCBI","2007-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V1113/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V1116/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"EU529686.1","DENV-3/VE/BID-V1117/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1",""
"","DENV-3/VE/BID-V1118/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V903/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V907/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V908/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"EU529691.1","DENV-3/VE/BID-V911/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C",""
"EU529692.1","DENV-3/US/BID-V1044/2006","Henn_2008","NCBI","2006-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"EU529696.1","DENV-3/US/BID-V1076/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"EU529697.1","DENV-3/US/BID-V1077/2000","Henn_2008","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1079/2006","Henn_2008","NCBI","2006-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU529699.1","DENV-3/US/BID-V1080/2006","Henn_2008","NCBI","2006-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU529702.1","DENV-3/US/BID-V1089/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU529703.1","DENV-3/US/BID-V1090/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1091/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C","X"
"EU529705.1","DENV-3/US/BID-V1092/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/VE/BID-V1115/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V912/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V915/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V916/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"EU596492.1","DENV-3/US/BID-V1415/2007","Henn_2008","NCBI","2007-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU596493.1","DENV-3/US/BID-V1416/2007","Henn_2008","NCBI","2007-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU596494.1","DENV-3/US/BID-V1417/2007","Henn_2008","NCBI","2007-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU660407.1","DENV-3/VN/BID-V1326/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV-3/VN/BID-V1327/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1329/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1330/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1331/2006","Henn_2008","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VE/BID-V905/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1476/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU687197.1","DENV-3/US/BID-V1480/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1481/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1447/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1455/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1460/2000","Henn_2008","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1466/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU687233.1","DENV-3/US/BID-V1473/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1475/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU687239.1","DENV-3/US/BID-V1491/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1465/2000","Henn_2008","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1490/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU726771.1","DENV-3/US/BID-V1448/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1449/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1453/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU726774.1","DENV-3/US/BID-V1454/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1451/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"EU781137.1","DENV-3/US/BID-V1452/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/VE/BID-V1591/2004","Henn_2008","NCBI","2004-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"EU854292.1","DENV-3/VE/BID-V1593/2005","Henn_2008","NCBI","2005-XX-XX","Venezuela","South-America",3,"3_III","3III_C",""
"EU854298.1","DENV-3/US/BID-V1477/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"EU932687.1","DENV-3/VE/BID-V1149/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1",""
"","DENV-3/VE/BID-V1150/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1606/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ024466.1","DENV-3/US/BID-V1607/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1608/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C","X"
"","DENV-3/US/BID-V1609/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C","X"
"","DENV-3/US/BID-V1610/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C","X"
"FJ024470.1","DENV-3/US/BID-V1612/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1613/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C","X"
"FJ177308.1","BR73354mosq/01","Castro_2008","NCBI","2001-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1604/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1614/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ182006.1","DENV-3/US/BID-V1616/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1617/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ182008.1","DENV-3/US/BID-V1618/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1619/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ182010.1","DENV-3/US/BID-V1620/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1621/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1450/1998","Henn_2008","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V1114/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"FJ182037.1","DENV-3/US/BID-V1622/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"FJ182038.1","DENV-3/US/BID-V1623/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V1624/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ182040.1","DENV-3/US/BID-V1625/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1626/2005","Henn_2008","NCBI","2005-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ205870.1","DENV-3/US/BID-V1731/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1733/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1615/2004","Henn_2008","NCBI","2004-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/VE/BID-V1585/2001","Henn_2008","NCBI","2001-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1","X"
"FJ373304.1","DENV-3/VE/BID-V1590/2004","Henn_2008","NCBI","2004-XX-XX","Venezuela","South-America",3,"3_III","3III_C.1",""
"FJ373306.1","DENV-3/US/BID-V1478/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1729/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1730/2003","Henn_2008","NCBI","2003-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C","X"
"","DENV-3/US/BID-V1732/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V1735/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ390376.1","DENV-3/US/BID-V1736/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V1737/1999","Henn_2008","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V2104/2000","Henn_2008","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ410177.1","DENV-3/US/BID-V2105/2000","Henn_2008","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V2120/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/VN/BID-V1882/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1769/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1783/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1786/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"FJ432741.1","DENV-3/VN/BID-V1810/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV-3/VN/BID-V1817/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1874/2008","Henn_2009","NCBI","2008-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1891/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1897/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1936/2008","Henn_2009","NCBI","2008-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1946/2008","Henn_2009","NCBI","2008-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1953/2008","Henn_2009","NCBI","2008-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"FJ478456.1","DENV-3/US/BID-V2123/2002","Henn_2008","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/VN/BID-V1831/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1833/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"FJ547066.1","DENV-3/VN/BID-V1911/2008","Henn_2009","NCBI","2008-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"FJ547069.1","DENV-3/US/BID-V2098/1999","Henn_2009","NCBI","1999-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"FJ547070.1","DENV-3/US/BID-V2099/1998","Henn_2009","NCBI","1998-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V2103/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V2106/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V2107/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ547074.1","DENV-3/US/BID-V2108/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V2110/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/US/BID-V2111/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ547077.1","DENV-3/US/BID-V2112/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/US/BID-V2113/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ547079.1","DENV-3/US/BID-V2114/2001","Henn_2009","NCBI","2001-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"FJ547080.1","DENV-3/US/BID-V2115/2001","Henn_2009","NCBI","2001-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"FJ547081.1","DENV-3/US/BID-V2117/2001","Henn_2009","NCBI","2001-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"FJ547082.1","DENV-3/US/BID-V2118/2001","Henn_2009","NCBI","2001-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"FJ547083.1","DENV-3/US/BID-V2119/2002","Henn_2009","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C",""
"","DENV-3/US/BID-V2122/2002","Henn_2009","NCBI","2002-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"FJ547085.1","DENV-3/US/BID-V2126/2006","Henn_2009","NCBI","2006-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV-3/VN/BID-V1790/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1815/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1824/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1877/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/VN/BID-V1957/2008","Henn_2009","NCBI","2008-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV-3/US/BID-V2100/2000","Henn_2009","NCBI","2000-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1","X"
"","DENV-3/KH/BID-V2050/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","Southeast-Asia",3,"3_II","3II_A","X"
"","DENV-3/KH/BID-V2051/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","Southeast-Asia",3,"3_II","3II_A","X"
"","DENV-3/KH/BID-V2052/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","Southeast-Asia",3,"3_II","3II_A","X"
"","DENV-3/KH/BID-V2053/2008","Henn_2009","NCBI","2008-XX-XX","Cambodia","Southeast-Asia",3,"3_II","3II_A","X"
