"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"","98901403","Dewi_2004","NCBI","1998-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","98901437","Dewi_2004","NCBI","1998-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","98901517","Dewi_2004","NCBI","1998-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","98902890","Dewi_2004","NCBI","1998-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","D3/Hu/TL018NIID/2005","Ito_2005","NCBI","2005-XX-XX","Timor-Leste","Southeast-Asia",3,"3_I","3I_A","X"
"","D3/Hu/TL029NIID/2005","Ito_2005","NCBI","2005-XX-XX","Timor-Leste","Southeast-Asia",3,"3_I","3I_A","X"
"AB214881.1","D3/Hu/TL109NIID/2005","Ito_2005","NCBI","2005-XX-XX","Timor-Leste","Southeast-Asia",3,"3_I","3I_A",""
"","D3/Hu/TL129NIID/2005","Ito_2005","NCBI","2005-XX-XX","Timor-Leste","Southeast-Asia",3,"3_I","3I_A","X"
"AY099336.1","D3/H/IMTSSA-SRI/2000/1266","Peyrefitte_2003","NCBI","2000-XX-XX","Sri-Lanka","South-Asia",3,"3_III","3III_A",""
"AY099337.1","D3/H/IMTSSA-MART/1999/1243","Peyrefitte_2003","NCBI","1999-XX-XX","Martinique","Caribbean",3,"3_III","3III_C",""
"","BDH02-1","Islam_2005","NCBI","2002-XX-XX","Bangladesh","South-Asia",3,"3_II","3II_B","X"
"","BDH02-3","Islam_2005","NCBI","2002-XX-XX","Bangladesh","South-Asia",3,"3_II","3II_B","X"
"AY496874.2","BDH02-4","Islam_2005","NCBI","2002-XX-XX","Bangladesh","South-Asia",3,"3_II","3II_B",""
"","BDH02-7","Islam_2005","NCBI","2002-XX-XX","Bangladesh","South-Asia",3,"3_II","3II_B","X"
"AY496879.2","PhMH-J1-97","Islam_2005","NCBI","1997-XX-XX","Philippines","Southeast-Asia",3,"3_unassigned","3I",""
"AY648961.1","Sleman/78","Blaney_2004","NCBI","1978-XX-XX","Indonesia","Southeast-Asia",3,"3_I_related","3I_B",""
"","Singapore","Lim_2004","NCBI","2004-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A","X"
"","ThD3_1687_98","Zhang_2005","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","ThD3_1283_98","Zhang_2005","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"AY676350.1","ThD3_0104_93","Zhang_2005","NCBI","1993-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A",""
"","ThD3_0055_93","Zhang_2005","NCBI","1993-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","ThD3_0010_87","Zhang_2005","NCBI","1987-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II","X"
"AY676353.1","ThD3_0007_87","Zhang_2005","NCBI","1987-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II",""
"","BR74886/02","Miagostovich_2004","NCBI","2002-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"AY744677.1","PF89/27643","Roche_2005","NCBI","1989-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B",""
"","PF89/320219","Roche_2005","NCBI","1989-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B","X"
"AY744679.1","PF90/3050","Roche_2005","NCBI","1990-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B",""
"AY744680.1","PF90/3056","Roche_2005","NCBI","1990-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B",""
"","PF90/6056","Roche_2005","NCBI","1990-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B","X"
"","PF92/2956","Roche_2005","NCBI","1992-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B","X"
"AY744683.1","PF92/2986","Roche_2005","NCBI","1992-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B",""
"","PF92/4190","Roche_2005","NCBI","1992-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B","X"
"AY744685.1","PF94/136116","Roche_2005","NCBI","1994-XX-XX","French-Polynesia","Pacific",3,"3_I_related","3I_B",""
"AY766104.1","8120/95","Yoong_2004","NCBI","1995-XX-XX","Singapore","Southeast-Asia",3,"3_II","3II",""
"AY770511.2","GWL-25","Dash_2004","NCBI","2003-11-03","India","South-Asia",3,"3_III","3III_B",""
"","BA51","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"AY858038.2","den3_88","Suwandono_2005","NCBI","1988-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"","den3_98","Suwandono_2005","NCBI","1998-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","FW01","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","FW06","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"AY858042.2","KJ30i","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"","KJ46","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","KJ71","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","PH86","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","PI64","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","TB16","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","TB55i","Suwandono_2005","NCBI","2004-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","C0331/94","Raekiansyah_2005","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","C0360/94","Raekiansyah_2005","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"Chad_Dengue_Sample07_v2/ARTIC/medaka","NC_001475.2","Joseph","Joseph","2023-10-01","Chad","Sub-Saharan-Africa",3,"3_III","3III_B.3",""
"DENV3/Colombia/2021-08-12/Yale-DN00994","220199","FL-DPH","Yale","2021-08-12","Colombia","South-America",3,"3_III","3III_C.1",""
"DENV3/Cuba/2016-01-13/Yale-DN00063","190262","FL-DPH","Yale","2016-01-13","Cuba","Caribbean",3,"3_III","3III_C.1",""
"","220151","FL-DPH","Yale","2022-07-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","220314","FL-DPH","Yale","2022-07-17","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","5018","Ramon y Cajal","Yale","2022-07-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230512","FL-DPH","Yale","2022-07-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","220189","FL-DPH","Yale","2022-07-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230154","FL-DPH","Yale","2022-07-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230438","FL-DPH","Yale","2022-08-05","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230418","FL-DPH","Yale","2022-08-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230470","FL-DPH","Yale","2022-08-09","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230517","FL-DPH","Yale","2022-08-10","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230454","FL-DPH","Yale","2022-08-12","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230538","FL-DPH","Yale","2022-08-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230485","FL-DPH","Yale","2022-08-14","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","220227","FL-DPH","Yale","2022-08-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","5025","Ramon y Cajal","Yale","2022-08-16","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230481","FL-DPH","Yale","2022-08-16","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230417","FL-DPH","Yale","2022-08-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230430","FL-DPH","Yale","2022-08-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230478","FL-DPH","Yale","2022-08-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230465","FL-DPH","Yale","2022-08-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230246","FL-DPH","Yale","2022-08-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230062","FL-DPH","Yale","2022-08-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230546","FL-DPH","Yale","2022-08-20","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230158","FL-DPH","Yale","2022-08-20","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230505","FL-DPH","Yale","2022-08-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230421","FL-DPH","Yale","2022-08-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230177","FL-DPH","Yale","2022-08-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Cuba/2022-08-24/Yale-DN00809","230412","FL-DPH","Yale","2022-08-24","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","230403","FL-DPH","Yale","2022-08-24","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230121","FL-DPH","Yale","2022-08-24","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230540","FL-DPH","Yale","2022-08-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230389","FL-DPH","Yale","2022-08-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230494","FL-DPH","Yale","2022-08-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230511","FL-DPH","Yale","2022-08-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230548","FL-DPH","Yale","2022-09-01","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230504","FL-DPH","Yale","2022-09-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230451","FL-DPH","Yale","2022-09-05","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230566","FL-DPH","Yale","2022-09-05","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230402","FL-DPH","Yale","2022-09-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230520","FL-DPH","Yale","2022-09-08","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230539","FL-DPH","Yale","2022-09-12","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230429","FL-DPH","Yale","2022-09-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230455","FL-DPH","Yale","2022-09-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230115","FL-DPH","Yale","2022-09-14","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230295","FL-DPH","Yale","2022-09-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230552","FL-DPH","Yale","2022-09-17","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Cuba/2022-09-17/Yale-DN00856","230515","FL-DPH","Yale","2022-09-17","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","230555","FL-DPH","Yale","2022-09-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230569","FL-DPH","Yale","2022-09-22","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230410","FL-DPH","Yale","2022-09-22","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Cuba/2022-09-23/Yale-DN00845","230459","FL-DPH","Yale","2022-09-23","Guyana","South-America",3,"3_III","3III_B.3",""
"","230432","FL-DPH","Yale","2022-09-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230544","FL-DPH","Yale","2022-09-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230419","FL-DPH","Yale","2022-09-25","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230446","FL-DPH","Yale","2022-09-25","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230532","FL-DPH","Yale","2022-09-25","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230513","FL-DPH","Yale","2022-09-26","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230568","FL-DPH","Yale","2022-09-26","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230476","FL-DPH","Yale","2022-09-29","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230448","FL-DPH","Yale","2022-09-29","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230462","FL-DPH","Yale","2022-09-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230444","FL-DPH","Yale","2022-10-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230424","FL-DPH","Yale","2022-10-05","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230496","FL-DPH","Yale","2022-10-05","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230406","FL-DPH","Yale","2022-10-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230530","FL-DPH","Yale","2022-10-14","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230493","FL-DPH","Yale","2022-10-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230489","FL-DPH","Yale","2022-10-19","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230500","FL-DPH","Yale","2022-10-20","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230514","FL-DPH","Yale","2022-10-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230486","FL-DPH","Yale","2022-10-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230562","FL-DPH","Yale","2022-11-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230411","FL-DPH","Yale","2022-11-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230501","FL-DPH","Yale","2022-11-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230427","FL-DPH","Yale","2022-11-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230467","FL-DPH","Yale","2022-11-10","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230408","FL-DPH","Yale","2022-11-14","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230477","FL-DPH","Yale","2022-11-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230469","FL-DPH","Yale","2022-11-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230529","FL-DPH","Yale","2022-11-20","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230563","FL-DPH","Yale","2022-11-25","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Cuba/2022-11-29/Yale-DN00936","230460","FL-DPH","Yale","2022-11-29","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","230488","FL-DPH","Yale","2022-11-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230266","FL-DPH","Yale","2022-11-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230195","FL-DPH","Yale","2022-11-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230414","FL-DPH","Yale","2022-12-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230559","FL-DPH","Yale","2022-12-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230461","FL-DPH","Yale","2022-12-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230242","FL-DPH","Yale","2022-12-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230190","FL-DPH","Yale","2022-12-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230069","FL-DPH","Yale","2022-12-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230009","FL-DPH","Yale","2022-12-08","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230207","FL-DPH","Yale","2022-12-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230212","FL-DPH","Yale","2022-12-16","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230260","FL-DPH","Yale","2022-12-16","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230359","FL-DPH","Yale","2022-12-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230223","FL-DPH","Yale","2022-12-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230008","FL-DPH","Yale","2022-12-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230534","FL-DPH","Yale","2022-12-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230425","FL-DPH","Yale","2022-12-22","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230025","FL-DPH","Yale","2022-12-22","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","230321","FL-DPH","Yale","2023-01-01","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Jamaica/2016-06-11/Yale-DN00296","190389","FL-DPH","Yale","2016-06-11","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"DENV3/Jamaica/2016-07-27/Yale-DN01052","190272","FL-DPH","Yale","2016-07-27","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"DENV3/Jamaica/2016-09-12/Yale-DN00053","190403","FL-DPH","Yale","2016-09-12","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"","200301","FL-DPH","Yale","2019-01-15","Jamaica","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Jamaica/2019-02-01/Yale-DN00490-2","200237","FL-DPH","Yale","2019-02-01","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"","200101","FL-DPH","Yale","2019-07-15","Jamaica","Caribbean",3,"3_III","3III_B.3","X"
"DENV3/Jamaica/2019-08-12/Yale-DN00584","200390","FL-DPH","Yale","2019-08-12","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"DENV3/Jamaica/2019-10-19/Yale-DN00761","200045","FL-DPH","Yale","2019-10-19","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"DENV3/Jamaica/2019-11-06/Yale-DN00711","200415","FL-DPH","Yale","2019-11-06","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"DENV3/Jamaica/2020-01-17/Yale-DN01009","220286","FL-DPH","Yale","2020-01-17","Jamaica","Caribbean",3,"3_III","3III_B.3",""
"DENV3/St._Lucia/2020-11-07/Yale-DN00985","220144","FL-DPH","Yale","2020-11-07","Saint-Lucia","Caribbean",3,"3_III","3III_B.3",""
"DENV3/USA_Florida/2014-07-02/Yale-DN00345-1","190098","FL-DPH","Yale","2014-07-02","Florida(USA)","North-America",3,"3_I","3I_A",""
"DENV3/USA_Florida/2022-08-08/Yale-DN00785","230010","FL-DPH","Yale","2022-08-08","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","230521","FL-DPH","Yale","2022-08-11","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230533","FL-DPH","Yale","2022-08-17","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230492","FL-DPH","Yale","2022-09-22","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230495","FL-DPH","Yale","2022-10-04","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230153","FL-DPH","Yale","2022-10-10","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230453","FL-DPH","Yale","2022-10-15","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230347","FL-DPH","Yale","2022-11-08","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230379","FL-DPH","Yale","2022-11-17","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230043","FL-DPH","Yale","2022-11-21","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230090","FL-DPH","Yale","2022-11-28","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230300","FL-DPH","Yale","2022-12-11","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","230197","FL-DPH","Yale","2022-12-23","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"DH102_AMPL","664481-1","Ott_2022","Yale","1966-XX-XX","India","South-Asia",3,"3_III","3III",""
"DH103","NG_2923_703539","Ott_2021","Yale","1970-XX-XX","India","South-Asia",3,"3_III_related","3III",""
"","85-049","Ott_2022","Yale","1985-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"DH105","JKT_86-5283","Ott_2021","Yale","1986-XX-XX","Indonesia","Southeast-Asia",3,"3_I_related","3I",""
"DH106r","JKT_84-020","Ott_2021","Yale","1984-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"","LN_87390","Ott_2021","Yale","1989-XX-XX","Malaysia","Southeast-Asia",3,"3_II","3II","X"
"DH109","LN_83220","Ott_2021","Yale","1989-XX-XX","Malaysia","Southeast-Asia",3,"3_II","3II",""
"DH110","TVP-2350","Ott_2021","Yale","1989-07-27","Thailand","Southeast-Asia",3,"3_II","3II",""
"","LN_72992","Ott_2021","Yale","1990-XX-XX","Malaysia","Southeast-Asia",3,"3_I","3I_A","X"
"DH162","CAREC 08-10848","Ott_2022","Yale","2008-XX-XX","Saint-Kitts-and-Nevis","Caribbean",3,"3_III","3III_C.1",""
"DH163","UIS 58","Ott_2022","Yale","2003-03-07","Colombia","South-America",3,"3_III","3III_C.1",""
"","BID V4753 (608)","Ott_2022","Yale","2009-XX-XX","Nicaragua","Central-America",3,"3_III","3III_C.2","X"
"","BID V1817","Ott_2022","Yale","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","V0907330- AC 23","Ott_2022","Yale","2011-XX-XX","Cambodia","Southeast-Asia",3,"3_III","3III_B.1","X"
"","SL 5-29-04","Ott_2022","Yale","2004-05-29","Sri-Lanka","South-Asia",3,"3_III","3III_A.1","X"
"","I 15-15","Ott_2022","Yale","2015-XX-XX","India","South-Asia",3,"3_III","3III_B","X"
"DH169","CAREC 01-11828","Ott_2022","Yale","2001-XX-XX","Barbados","Caribbean",3,"3_III","3III_C",""
"DQ401690.1","InJ-16-82","Islam_2006","NCBI","1982-XX-XX","Indonesia","Southeast-Asia",3,"3_II_related","3I",""
"DQ675519.1","95TW466","King_2006","NCBI","1995-XX-XX","Taiwan","East-Asia",3,"3_I_related","3I",""
"DQ675520.1","98TW182","King_2006","NCBI","1998-XX-XX","Indonesia","Southeast-Asia",3,"3_II","3II",""
"","98TW349","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW358","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW360","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW364","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW368","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW388","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW390","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"DQ675528.1","98TW407","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A",""
"","98TW414","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW434","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TW503","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"","98TWmosq","King_2006","NCBI","1998-XX-XX","Taiwan","East-Asia",3,"3_II","3II_A","X"
"DQ675533.1","99TW628","King_2006","NCBI","1999-XX-XX","Taiwan","East-Asia",3,"3_III","3III_A",""
"","CH53489","Attatippaholkun_2009","NCBI","1973-XX-XX","Thailand","Southeast-Asia",3,"3_II_related","3II","X"
"EF629366.1","BR_DEN3_95-04","Duarte dos Santos_2007","NCBI","2004-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"EF629367.1","BR_DEN3_97-04","Duarte dos Santos_2007","NCBI","2004-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","BR_DEN3_98-04","Duarte dos Santos_2007","NCBI","2004-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"EF629369.1","BR_DEN3_290-02","Duarte dos Santos_2007","NCBI","2002-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"EF643017.1","D3BR/RP1/2003","Goncalves_2008","NCBI","2003-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","SGP|D3|GIII|cldV","NEA","NEA","2018-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_B.3","X"
"EHIE15095Y15","SGP|D3|GIII|cldIII","NEA","NEA","2015-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_B.1",""
"EHIE21409Y22","SGP|D3|GIII|cldIII","NEA","NEA","2022-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_B.1",""
"EHIE46028Y19","SGP|D3|GIII|cldV","NEA","NEA","2019-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_B.3",""
"EHIE8901Y18","SGP|D3|GIII|cldIII","NEA","NEA","2018-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_B.1",""
"EU081181.1","D3/SG/SS710/2004","Schreiber_2007","NCBI","2004-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1",""
"","D3/SG/05K791DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K797DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K802DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K805DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K827DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K843DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K845DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K852DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K863DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K868DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K871DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K2400DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
"","D3/SG/05K2406DK1/2005","Schreiber_2007","NCBI","2005-XX-XX","Singapore","Southeast-Asia",3,"3_III","3III_A.1","X"
