accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
EU932687,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
EU932688,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ639772,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ850109,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ850110,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ850111,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ898474,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868586,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868587,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
KF955481,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ639826,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2008
FJ639827,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2008
MH450311,3,III,South-America ,VEN,Venezuela,,Aragua,,,,2010-08-27
MH450296,3,III,South-America ,VEN,Venezuela,,Carabobo,,,,2015-09-23
MH450298,3,III,South-America ,VEN,Venezuela,,Carabobo,,,,2015-09-30
MH450299,3,III,South-America ,VEN,Venezuela,,Carabobo,,,,2015-10-05
EF629370,3,IV,South-America ,BRA,Brazil,,,,,,2002
JN697379,3,IV,South-America ,BRA,Brazil,,,,,,2006
EF629373,3,IV,South-America ,BRA,Brazil,,,,,,
KU050695,3,IV,Southeast-Asia,PHL,Philippines,,NA,,,,1956
KM190937,3,IV,Southeast-Asia,PHL,Philippines,,NA,,,,1964
JQ922554,3,IV,North-America,USA,USA,,,,,,1963
FJ898462,3,,Caribbean ,AIA,Anguilla,,NA,,,,2001
JN406514,3,,Oceania,AUS,Australia,,Cairns,,,,1998
JN406515,3,,Oceania,AUS,Australia,,Cairns,,,,2008
AY496871,3,,South-Asia,BGD,Bangladesh,,,,,,2002
AY496873,3,,South-Asia,BGD,Bangladesh,,,,,,2002
AY496874,3,,South-Asia,BGD,Bangladesh,,,,,,2002
AY496877,3,,South-Asia,BGD,Bangladesh,,,,,,2002
DQ401692,3,,South-Asia,BGD,Bangladesh,,,,,,2004
DQ401693,3,,South-Asia,BGD,Bangladesh,,,,,,2007
DQ401689,3,,South-Asia,BGD,Bangladesh,,,,,,
DQ401691,3,,South-Asia,BGD,Bangladesh,,,,,,
MH888333,3,,South-America ,BOL,Bolivia,,,,,,2011-01-01
KF955506,3,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
KF955508,3,,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
MK894338,3,,East-Asia,CHN,China,,Guangzhou,,,,2018-02-05
MK894339,3,,East-Asia,CHN,China,,Guangzhou,,,,2018-04-09
MK894340,3,,East-Asia,CHN,China,,Guangzhou,,,,2018-10-16
MK894341,3,,East-Asia,CHN,China,,Guangzhou,,,,2018-12-30
MN227697,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-05-19
MN227702,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-06-01
MN227699,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-06-30
MN227698,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-07-02
MN227700,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-07-08
MN227701,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-07-08
MN227703,3,,East-Asia,CHN,China,,Guangzhou,,,,2019-07-18
AF317645,3,,East-Asia,CHN,China,,Guangxi,,,,
EU367962,3,,East-Asia,CHN,China,,,,,,
KX855927,3,,South-Asia,IND,India,,,,,,2014-10-15
MG721064,3,,South-Asia,IND,India,,,,,,2016
AY648961,3,,Southeast-Asia,IDN,Indonesia,,,,,,1978
DQ401690,3,,Southeast-Asia,IDN,Indonesia,,,,,,1982
DQ401694,3,,Southeast-Asia,IDN,Indonesia,,,,,,1982
MH823209,3,,Southeast-Asia,IDN,Indonesia,,,,,,2016
FN429896,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1995
FN429897,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1995
FN429898,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1996
FN429899,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1997
FN429900,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,1999
FN429901,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2000
FN429902,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2000
FN429903,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2000
FN429904,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2000
FN429905,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2000
FN429906,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2001
FN429907,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2001
FN429908,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2002
FN429909,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2002
FN429910,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2003
FN429911,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2003
FN429912,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2004
FN429913,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2004
FN429914,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2005
FN429915,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2005
FN429916,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2005
FN429917,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2005
FN429918,3,,Southeast-Asia,MYS,Malaysia,,KualaLumpur,,,,2005
AY099337,3,,Caribbean ,MTQ,Martinique,,,,,,1999
KF921917,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971695,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971696,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971697,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971702,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971704,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971705,3,,Central-America,NIC,Nicaragua,,Managua,,,,2009
KF971710,3,,Central-America,NIC,Nicaragua,,Managua,,,,2010
KF971711,3,,Central-America,NIC,Nicaragua,,Managua,,,,2010
DQ401695,3,,Southeast-Asia,PHL,Philippines,,,,,,1997
KF955467,3,,Caribbean ,PRI,Puerto rico,,Puerto rico,,,,2000
KF955469,3,,Caribbean ,PRI,Puerto rico,,Puerto rico,,,,2002
KF955470,3,,Caribbean ,PRI,Puerto rico,,Puerto rico,,,,2002
KF955455,3,,Caribbean ,PRI,Puerto rico,,Puerto rico,,,,2005
KF955448,3,,Caribbean ,PRI,Puerto rico,,Puerto rico,,,,2006
AY662691,3,,Southeast-Asia,SGP,Singapore,,,,,,
KP406805,3,,East-Asia,KOR,South Korea,,,,,,
AY099336,3,,South-Asia,LKA,Sri Lanka,,,,,,
AY776329,3,,East-Asia,TWN,Taiwan,,,,,,
MK506265,3,,Southeast-Asia,THA,Thailand,,,,,,2007-08
MH888332,3,,Southeast-Asia,THA,Thailand,,,,,,2012-07-23
HQ541799,3,,North-America,USA,Usa,,California,California,,,2010
KF955447,3,,South-America ,VEN,Venezuela,,,,,,
KF955449,3,,South-America ,VEN,Venezuela,,,,,,
KF955451,3,,South-America ,VEN,Venezuela,,,,,,
KF955453,3,,South-America ,VEN,Venezuela,,,,,,
KF955454,3,,South-America ,VEN,Venezuela,,,,,,
JQ045687,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045688,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045689,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045690,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045691,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045692,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045693,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045694,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
JQ045695,3,,Southeast-Asia,VNM,Viet Nam,,,,,,
M93130,3,,,,,,,,,,1956
AY766104,3,,,,,,,,,,1995
KJ160505,3,,,,,,,,,,
KU725665,3,,,,,,,,,,
KU725666,3,,,,,,,,,,
