state	code	municipality	cases	population	year	incidence
São Paulo	350010	Adamantina	43	35111	2014	15,09773
São Paulo	354130	Presidente Epitácio	63	44389	2014	27,96507
São Paulo	351360	Cunha	0	9325	2014	0
São Paulo	354120	Presidente Bernardes	12	13023	2014	1,56276
São Paulo	351090	Cássia dos Coqueiros	1	2505	2014	0,02505
São Paulo	354110	Presidente Alves	5	4080	2014	0,204
São Paulo	351000	Cândido Mota	99	31346	2014	31,03254
São Paulo	354105	Pratânia	1	5317	2014	0,05317
São Paulo	354100	Praia Grande	311	330845	2014	1028,92795
São Paulo	351010	Cândido Rodrigues	0	2799	2014	0
São Paulo	354090	Pradópolis	11	21873	2014	2,40603
São Paulo	351370	Descalvado	103	33910	2014	34,9273
São Paulo	354085	Pracinha	0	4212	2014	0
São Paulo	351380	Diadema	387	426757	2014	1651,54959
São Paulo	353980	Poá	18	118349	2014	21,30282
São Paulo	354080	Potirendaba	35	17516	2014	6,1306
São Paulo	351385	Dirce Reis	3	1799	2014	0,05397
São Paulo	354075	Potim	97	25130	2014	24,3761
São Paulo	351390	Divinolândia	3	11086	2014	0,33258
São Paulo	354070	Porto Ferreira	840	56504	2014	474,6336
São Paulo	351400	Dobrada	10	9010	2014	0,901
São Paulo	354060	Porto Feliz	120	53402	2014	64,0824
São Paulo	354050	Porangaba	17	10067	2014	1,71139
São Paulo	351410	Dois Córregos	71	27512	2014	19,53352
São Paulo	354040	Populina	1	4152	2014	0,04152
São Paulo	351420	Dolcinópolis	1	2112	2014	0,02112
São Paulo	354140	Presidente Prudente	269	230371	2014	619,69799
São Paulo	354030	Pontes Gestal	46	2577	2014	1,18542
São Paulo	351350	Cubatão	477	131626	2014	627,85602
São Paulo	351330	Cruzália	3	2046	2014	0,06138
São Paulo	354290	Ribeirão Bonito	196	13299	2014	26,06604
São Paulo	354280	Ribeira	0	3330	2014	0
São Paulo	351240	Cordeirópolis	49	24826	2014	12,16474
São Paulo	354270	Restinga	3	7679	2014	0,23037
São Paulo	351250	Coroados	88	6129	2014	5,39352
São Paulo	354260	Registro	25	56393	2014	14,09825
São Paulo	351260	Coronel Macedo	2	4635	2014	0,0927
São Paulo	354250	Reginópolis	1	9837	2014	0,09837
São Paulo	354240	Regente Feijó	8	20394	2014	1,63152
São Paulo	351270	Corumbataí	10	4064	2014	0,4064
São Paulo	354230	Redenção da Serra	8	3839	2014	0,30712
São Paulo	351290	Cosmorama	18	7298	2014	1,31364
São Paulo	354220	Rancharia	79	29726	2014	23,48354
São Paulo	351280	Cosmópolis	145	73474	2014	106,5373
São Paulo	354210	Rafard	11	9101	2014	1,00111
São Paulo	354200	Quintana	4	6688	2014	0,26752
São Paulo	351300	Cotia	422	253608	2014	1070,22576
São Paulo	354190	Queluz	9	13606	2014	1,22454
São Paulo	351310	Cravinhos	101	35579	2014	35,93479
São Paulo	354180	Queiroz	6	3460	2014	0,2076
São Paulo	351320	Cristais Paulista	3	8718	2014	0,26154
São Paulo	354170	Quatá	7	14210	2014	0,9947
São Paulo	354165	Quadra	0	3854	2014	0
São Paulo	352480	Jales	513	49201	2014	252,40113
São Paulo	354160	Promissão	496	40828	2014	202,50688
São Paulo	354150	Presidente Venceslau	22	39583	2014	8,70826
São Paulo	351230	Conchas	10	18019	2014	1,8019
São Paulo	351430	Dourado	27	8878	2014	2,39706
São Paulo	354020	Pontal	121	4674	2014	5,65554
São Paulo	353830	Piquerobi	3	3699	2014	0,11097
São Paulo	351519	Espírito Santo do Turvo	0	4878	2014	0
São Paulo	353820	Pinhalzinho	3	15388	2014	0,46164
São Paulo	355730	Estiva Gerbi	20	11407	2014	2,2814
São Paulo	353810	Pindorama	10	17216	2014	1,7216
São Paulo	353800	Pindamonhangaba	2985	170132	2014	5078,4402
São Paulo	351520	Estrela d'Oeste	213	8419	2014	17,93247
São Paulo	353790	Pilar do Sul	0	29402	2014	0
São Paulo	351530	Estrela do Norte	32	2770	2014	0,8864
São Paulo	353780	Piedade	5	55542	2014	2,7771
São Paulo	351535	Euclides da Cunha Paulista	23	9325	2014	2,14475
São Paulo	353770	Piacatu	49	6038	2014	2,95862
São Paulo	353760	Peruíbe	311	69001	2014	214,59311
São Paulo	351540	Fartura	3	16070	2014	0,4821
São Paulo	353750	Pereiras	5	8773	2014	0,43865
São Paulo	351560	Fernando Prestes	0	5794	2014	0
São Paulo	353740	Pereira Barreto	37	25677	2014	9,50049
São Paulo	351550	Fernandópolis	217	69402	2014	150,60234
São Paulo	353730	Penápolis	298	63757	2014	189,99586
São Paulo	353720	Pedro de Toledo	3	11421	2014	0,34263
São Paulo	351565	Fernão	0	1727	2014	0
São Paulo	353715	Pedrinhas Paulista	11	3101	2014	0,34111
São Paulo	351570	Ferraz de Vasconcelos	18	196500	2014	35,37
São Paulo	353710	Pedreira	1129	48463	2014	547,14727
São Paulo	351580	Flora Rica	14	1430	2014	0,2002
São Paulo	351518	Espírito Santo do Pinhal	15	44471	2014	6,67065
São Paulo	354025	Pontalinda	4	4674	2014	0,18696
São Paulo	353850	Piquete	4	13575	2014	0,543
São Paulo	351515	Engenheiro Coelho	14	21249	2014	2,97486
São Paulo	351440	Dracena	100	47043	2014	47,043
São Paulo	354010	Pongaí	0	3400	2014	0
São Paulo	351450	Duartina	16	12433	2014	1,98928
São Paulo	354000	Pompéia	107	22172	2014	23,72404
São Paulo	351460	Dumont	40	10023	2014	4,0092
São Paulo	353990	Poloni	1	6113	2014	0,06113
São Paulo	353970	Platina	5	3578	2014	0,1789
São Paulo	351470	Echaporã	4	6064	2014	0,24256
São Paulo	353960	Planalto	36	5304	2014	1,90944
São Paulo	351480	Eldorado	5	15544	2014	0,7772
São Paulo	353950	Pitangueiras	47	40080	2014	18,8376
São Paulo	351490	Elias Fausto	50	17936	2014	8,968
São Paulo	353940	Piratininga	0	13765	2014	0
São Paulo	353930	Pirassununga	103	76877	2014	79,18331
São Paulo	351492	Elisiário	5	3697	2014	0,18485
São Paulo	353920	Pirapozinho	20	27754	2014	5,5508
São Paulo	351495	Embaúba	0	2449	2014	0
São Paulo	353910	Pirapora do Bom Jesus	23	19178	2014	4,41094
São Paulo	351500	Embu das Artes	331	276535	2014	915,33085
São Paulo	353900	Pirangi	39	11471	2014	4,47369
São Paulo	353890	Pirajuí	16	25719	2014	4,11504
São Paulo	351510	Embu-Guaçu	11	69901	2014	7,68911
São Paulo	353880	Piraju	2	25719	2014	0,51438
São Paulo	351512	Emilianópolis	1	3227	2014	0,03227
São Paulo	353870	Piracicaba	940	407252	2014	3828,1688
São Paulo	353860	Piracaia	9	27462	2014	2,47158
São Paulo	353700	Pedregulho	13	16811	2014	2,18543
São Paulo	354300	Ribeirão Branco	0	16211	2014	0
São Paulo	354310	Ribeirão Corrente	52	4752	2014	2,47104
São Paulo	350880	Cafelândia	27	17843	2014	4,81761
São Paulo	354760	Santa Rosa de Viterbo	45	26753	2014	12,03885
São Paulo	350890	Caiabu	2	4193	2014	0,08386
São Paulo	354750	Santa Rita do Passa Quatro	64	27600	2014	17,664
São Paulo	354740	Santa Rita d'Oeste	3	2487	2014	0,07461
São Paulo	350900	Caieiras	497	102775	2014	510,79175
São Paulo	354710	Santa Mercedes	2	2943	2014	0,05886
São Paulo	350910	Caiuá	10	5946	2014	0,5946
São Paulo	354700	Santa Maria da Serra	43	6236	2014	2,68148
São Paulo	350920	Cajamar	263	77934	2014	204,96642
São Paulo	354690	Santa Lúcia	13	8854	2014	1,15102
São Paulo	354680	Santa Isabel	49	57966	2014	28,40334
São Paulo	350925	Cajati	4	28494	2014	1,13976
São Paulo	354670	Santa Gertrudes	55	27381	2014	15,05955
São Paulo	350930	Cajobi	91	10596	2014	9,64236
São Paulo	354660	Santa Fé do Sul	87	32563	2014	28,32981
São Paulo	350940	Cajuru	4	26393	2014	1,05572
São Paulo	354650	Santa Ernestina	1	5588	2014	0,05588
São Paulo	354640	Santa Cruz do Rio Pardo	59	47943	2014	28,28637
São Paulo	350945	Campina do Monte Alegre	2	6057	2014	0,12114
São Paulo	354630	Santa Cruz das Palmeiras	46	34737	2014	15,97902
São Paulo	350950	Campinas	43783	1213792	2014	531434,5514
São Paulo	354625	Santa Cruz da Esperança	0	2153	2014	0
São Paulo	350960	Campo Limpo Paulista	387	85541	2014	331,04367
São Paulo	354620	Santa Cruz da Conceição	21	4544	2014	0,95424
São Paulo	354765	Santa Salete	4	1552	2014	0,06208
São Paulo	354610	Santa Clara d'Oeste	4	2113	2014	0,08452
São Paulo	350870	Caconde	12	19009	2014	2,28108
São Paulo	354730	Santana de Parnaíba	416	142301	2014	591,97216
São Paulo	355140	Serra Azul	5	14981	2014	0,74905
São Paulo	350770	Braúna	37	5741	2014	2,12417
São Paulo	355130	Sebastianópolis do Sul	9	3554	2014	0,31986
São Paulo	350775	Brejo Alegre	21	2889	2014	0,60669
São Paulo	355120	Sarutaiá	0	3630	2014	0
São Paulo	355110	Sarapuí	2	10390	2014	0,2078
São Paulo	350780	Brodowski	14	25277	2014	3,53878
São Paulo	354840	Santópolis do Aguapeí	16	4817	2014	0,77072
São Paulo	350790	Brotas	217	24636	2014	53,46012
São Paulo	354850	Santos	4255	433656	2014	18452,0628
São Paulo	350800	Buri	1	4514	2014	0,04514
São Paulo	354830	Santo Expedito	0	3135	2014	0
São Paulo	354820	Santo Antônio do Pinhal	1	6827	2014	0,06827
São Paulo	350810	Buritama	1556	17281	2014	268,89236
São Paulo	354810	Santo Antônio do Jardim	3	5940	2014	0,1782
São Paulo	350820	Buritizal	1	4514	2014	0,04514
São Paulo	354805	Santo Antônio do Aracanguá	111	8481	2014	9,41391
São Paulo	350480	Bálsamo	6	9139	2014	0,54834
São Paulo	354800	Santo Antônio de Posse	379	23529	2014	89,17491
São Paulo	354790	Santo Antônio da Alegria	1	6977	2014	0,06977
São Paulo	350840	Cabreúva	13	50429	2014	6,55577
São Paulo	354780	Santo André	495	721368	2014	3570,7716
São Paulo	350830	Cabrália Paulista	0	4243	2014	0
São Paulo	354770	Santo Anastácio	28	20866	2014	5,84248
São Paulo	350860	Cachoeira Paulista	18	33581	2014	6,04458
São Paulo	354720	Santana da Ponte Pensa	4	1467	2014	0,05868
São Paulo	351220	Conchal	5	28273	2014	1,41365
São Paulo	350980	Campos Novos Paulista	4	4997	2014	0,19988
São Paulo	350970	Campos do Jordão	6	52405	2014	3,1443
São Paulo	351120	Catiguá	6	7855	2014	0,4713
São Paulo	354425	Rosana	766	16281	2014	124,71246
São Paulo	354350	Riversul	2	5443	2014	0,10886
São Paulo	350850	Caçapava	269	95018	2014	255,59842
São Paulo	354420	Riolândia	33	12689	2014	4,18737
São Paulo	351130	Cedral	3	9346	2014	0,28038
São Paulo	354400	Rio das Pedras	11	35738	2014	3,93118
São Paulo	351140	Cerqueira César	5	20191	2014	1,00955
São Paulo	354410	Rio Grande da Serra	3	51436	2014	1,54308
São Paulo	354390	Rio Claro	699	208008	2014	1453,97592
São Paulo	351150	Cerquilho	3	49802	2014	1,49406
São Paulo	354380	Rinópolis	9	9961	2014	0,89649
São Paulo	351160	Cesário Lange	8	18375	2014	1,47
São Paulo	354370	Rincão	2	10812	2014	0,21624
São Paulo	351170	Charqueada	24	17367	2014	4,16808
São Paulo	354360	Rifaina	46	3640	2014	1,6744
São Paulo	354323	Ribeirão dos Índios	1	2224	2014	0,02224
São Paulo	355720	Chavantes	2	12418	2014	0,24836
São Paulo	354320	Ribeirão do Sul	4	4539	2014	0,18156
São Paulo	351190	Clementina	61	8757	2014	5,34177
São Paulo	354340	Ribeirão Preto	467	711825	2014	3324,22275
São Paulo	351200	Colina	72	18535	2014	13,3452
São Paulo	354330	Ribeirão Pires	29	124159	2014	36,00611
São Paulo	354325	Ribeirão Grande	4	7679	2014	0,30716
São Paulo	351210	Colômbia	9	6216	2014	0,55944
São Paulo	354430	Roseira	13	10801	2014	1,40413
São Paulo	354580	Santa Bárbara d'Oeste	3155	194390	2014	6133,0045
São Paulo	351110	Catanduva	579	122497	2014	709,25763
São Paulo	351100	Castilho	47	1278	2014	0,60066
São Paulo	354600	Santa Branca	11	14857	2014	1,63427
São Paulo	350990	Cananéia	13	12541	2014	1,63033
São Paulo	354570	Santa Albertina	7	6022	2014	0,42154
São Paulo	354560	Santa Adélia	8	15561	2014	1,24488
São Paulo	350995	Canas	0	5204	2014	0
São Paulo	354550	Sandovalina	12	4354	2014	0,52248
São Paulo	351015	Canitar	10	5292	2014	0,5292
São Paulo	354530	Salto de Pirapora	10	45860	2014	4,586
São Paulo	351030	Capela do Alto	3	20985	2014	0,62955
São Paulo	354540	Salto Grande	8	9364	2014	0,74912
São Paulo	354520	Salto	189	9364	2014	17,69796
São Paulo	351040	Capivari	31	56379	2014	17,47749
São Paulo	354515	Saltinho	9	8393	2014	0,75537
São Paulo	351020	Capão Bonito	18	47118	2014	8,48124
São Paulo	354510	Salmourão	22	5337	2014	1,17414
São Paulo	351050	Caraguatatuba	2164	123389	2014	2670,13796
São Paulo	354500	Salesópolis	5	17252	2014	0,8626
São Paulo	354490	Sales Oliveira	90	11998	2014	10,7982
São Paulo	351060	Carapicuíba	818	403183	2014	3298,03694
São Paulo	354480	Sales	18	17252	2014	3,10536
São Paulo	351070	Cardoso	85	12349	2014	10,49665
São Paulo	354470	Sagres	3	2430	2014	0,0729
São Paulo	351080	Casa Branca	2205	30520	2014	672,966
São Paulo	354460	Sabino	1	5614	2014	0,05614
São Paulo	354440	Rubiácea	7	3162	2014	0,22134
São Paulo	354450	Rubinéia	136	3170	2014	4,3112
São Paulo	353690	Pedranópolis	28	2481	2014	0,69468
São Paulo	351590	Floreal	9	2900	2014	0,261
São Paulo	353680	Pedra Bela	3	6110	2014	0,1833
São Paulo	352930	Matão	214	83626	2014	178,95964
São Paulo	352160	Irapuru	47	8325	2014	3,91275
São Paulo	352900	Marília	1774	240590	2014	4268,0666
São Paulo	352920	Martinópolis	21	26628	2014	5,59188
São Paulo	352150	Irapuã	0	8048	2014	0
São Paulo	352890	Mariápolis	35	4091	2014	1,43185
São Paulo	352170	Itaberá	2	17480	2014	0,3496
São Paulo	352910	Marinópolis	5	2106	2014	0,1053
São Paulo	352190	Itajobi	5	15297	2014	0,76485
São Paulo	352885	Marapoama	0	3064	2014	0
São Paulo	352880	Maracaí	35	14036	2014	4,9126
São Paulo	352200	Itaju	6	3887	2014	0,23322
São Paulo	352870	Marabá Paulista	4	5948	2014	0,23792
São Paulo	352210	Itanhaém	137	103102	2014	141,24974
São Paulo	352860	Manduri	0	9910	2014	0
São Paulo	352220	Itapecerica da Serra	98	177662	2014	174,10876
São Paulo	352850	Mairiporã	3964	101937	2014	4040,78268
São Paulo	352840	Mairinque	16	47441	2014	7,59056
São Paulo	352230	Itapetininga	17	165526	2014	28,13942
São Paulo	352830	Magda	11	3102	2014	0,34122
São Paulo	352240	Itapeva	10	94804	2014	9,4804
São Paulo	352820	Macedônia	9	3692	2014	0,33228
São Paulo	352250	Itapevi	424	240961	2014	1021,67464
São Paulo	352810	Macaubal	15	8147	2014	1,22205
São Paulo	352800	Macatuba	22	17214	2014	3,78708
São Paulo	352140	Iracemápolis	32	24614	2014	7,87648
São Paulo	352260	Itapira	725	4268	2014	30,943
São Paulo	352940	Mauá	52	477552	2014	248,32704
São Paulo	352130	Ipuã	17	16604	2014	2,82268
São Paulo	352044	Ilha Solteira	330	26788	2014	88,4004
São Paulo	353060	Mogi das Cruzes	132	450785	2014	595,0362
São Paulo	352040	Ilhabela	3805	35591	2014	1354,23755
São Paulo	353080	Mogi Mirim	1110	93650	2014	1039,515
São Paulo	352050	Indaiatuba	267	256223	2014	684,11541
São Paulo	353070	Mogi Guaçu	1182	153033	2014	1808,85006
São Paulo	353050	Mococa	460	68980	2014	317,308
São Paulo	352060	Indiana	0	4879	2014	0
São Paulo	353040	Mirassolândia	0	4919	2014	0
São Paulo	352070	Indiaporã	7	3886	2014	0,27202
São Paulo	353030	Mirassol	23	4919	2014	1,13137
São Paulo	352080	Inúbia Paulista	1	4019	2014	0,04019
São Paulo	353020	Mirante do Paranapanema	54	18338	2014	9,90252
São Paulo	353010	Mirandópolis	138	29706	2014	40,99428
São Paulo	352090	Ipaussu	1	15069	2014	0,15069
São Paulo	352990	Miracatu	14	19643	2014	2,75002
São Paulo	352100	Iperó	294	37964	2014	111,61416
São Paulo	353000	Mira Estrela	17	3106	2014	0,52802
São Paulo	352110	Ipeúna	9	7687	2014	0,69183
São Paulo	352980	Mineiros do Tietê	151	12966	2014	19,57866
São Paulo	352970	Miguelópolis	11	22355	2014	2,45905
São Paulo	352115	Ipiguá	0	5476	2014	0
São Paulo	352965	Mesópolis	3	1905	2014	0,05715
São Paulo	352120	Iporanga	0	4199	2014	0
São Paulo	352960	Meridiano	22	3824	2014	0,84128
São Paulo	352950	Mendonça	21	5565	2014	1,16865
São Paulo	353090	Mombuca	1	3508	2014	0,03508
São Paulo	352760	Luís Antônio	29	15292	2014	4,43468
São Paulo	352790	Lutécia	0	2636	2014	0
São Paulo	352580	Júlio Mesquita	0	4800	2014	0
São Paulo	352610	Juquiá	13	18718	2014	2,43334
São Paulo	352390	Itu	194	42045	2014	81,5673
São Paulo	352620	Juquitiba	6	31646	2014	1,89876
São Paulo	352400	Itupeva	29	62813	2014	18,21577
São Paulo	352600	Junqueirópolis	137	20831	2014	28,53847
São Paulo	352410	Ituverava	14	42045	2014	5,8863
São Paulo	352590	Jundiaí	1825	423006	2014	7719,8595
São Paulo	352585	Jumirim	1	3418	2014	0,03418
São Paulo	352270	Itápolis	181	43331	2014	78,42911
São Paulo	352560	João Ramalho	5	4551	2014	0,22755
São Paulo	352420	Jaborandi	2	6946	2014	0,13892
São Paulo	352570	José Bonifácio	185	37366	2014	69,1271
São Paulo	352430	Jaboticabal	69	77652	2014	53,57988
São Paulo	352550	Joanópolis	1	13338	2014	0,13338
São Paulo	352540	Jeriquara	3	3151	2014	0,09453
São Paulo	352440	Jacareí	288	235416	2014	677,99808
São Paulo	352530	Jaú	4502	151881	2014	6837,68262
São Paulo	352450	Jaci	32	7196	2014	2,30272
São Paulo	352520	Jarinu	10	30617	2014	3,0617
São Paulo	352460	Jacupiranga	2	17889	2014	0,35778
São Paulo	352510	Jardinópolis	1240	44970	2014	557,628
São Paulo	352500	Jandira	278	126356	2014	351,26968
São Paulo	352470	Jaguariúna	184	58722	2014	108,04848
São Paulo	352490	Jambeiro	3	6717	2014	0,20151
São Paulo	352380	Itobi	268	7852	2014	21,04336
São Paulo	352265	Itapirapuã Paulista	0	4268	2014	0
São Paulo	352630	Lagoinha	10	4889	2014	0,4889
São Paulo	352640	Laranjal Paulista	45	28785	2014	12,95325
São Paulo	352280	Itaporanga	107	15173	2014	16,23511
São Paulo	352780	Lupércio	3	4596	2014	0,13788
São Paulo	352770	Luiziânia	14	5855	2014	0,8197
São Paulo	352300	Itapura	26	4951	2014	1,28726
São Paulo	352740	Lucélia	28	21886	2014	6,12808
São Paulo	352290	Itapuí	134	14147	2014	18,95698
São Paulo	352750	Lucianópolis	0	2403	2014	0
São Paulo	352310	Itaquaquecetuba	87	375011	2014	326,25957
São Paulo	352730	Louveira	80	49993	2014	39,9944
São Paulo	352725	Lourdes	38	2300	2014	0,874
São Paulo	352320	Itararé	26	50642	2014	13,16692
São Paulo	352720	Lorena	112	89125	2014	99,82
São Paulo	352330	Itariri	3	17598	2014	0,52794
São Paulo	352710	Lins	224	78503	2014	175,84672
São Paulo	352340	Itatiba	75	122581	2014	91,93575
São Paulo	352700	Lindóia	0	8092	2014	0
São Paulo	352690	Limeira	701	308482	2014	2162,45882
São Paulo	352350	Itatinga	1	20921	2014	0,20921
São Paulo	352680	Lençóis Paulista	27	68990	2014	18,6273
São Paulo	352180	Itaí	0	27382	2014	0
São Paulo	352670	Leme	31	104346	2014	32,34726
São Paulo	352215	Itaóca	0		2014	0
São Paulo	352650	Lavínia	17	12285	2014	2,08845
São Paulo	352660	Lavrinhas	17	7311	2014	1,24287
São Paulo	352360	Itirapina	33	18387	2014	6,06771
São Paulo	352370	Itirapuã	0	6543	2014	0
São Paulo	353110	Mongaguá	278	57648	2014	160,26144
São Paulo	352042	Ilha Comprida	23	11362	2014	2,61326
São Paulo	353120	Monte Alegre do Sul	2	8111	2014	0,16222
São Paulo	353530	Palmital	79	22272	2014	17,59488
São Paulo	351720	Guaiçara	51	12294	2014	6,26994
São Paulo	353520	Palmeira d'Oeste	58	9227	2014	5,35166
São Paulo	353510	Palmares Paulista	5	13486	2014	0,6743
São Paulo	351760	Guapiara	9	17025	2014	1,53225
São Paulo	353500	Palestina	5	13123	2014	0,65615
São Paulo	351750	Guapiaçu	13	21775	2014	2,83075
São Paulo	353490	Pacaembu	18	14263	2014	2,56734
São Paulo	351790	Guaraci	2	11287	2014	0,22574
São Paulo	353475	Ouroeste	39	10539	2014	4,11021
São Paulo	353480	Ouro Verde	34	8620	2014	2,9308
São Paulo	351800	Guarani d'Oeste	1	1998	2014	0,01998
São Paulo	353470	Ourinhos	219	114352	2014	250,43088
São Paulo	351810	Guarantã	50	6675	2014	3,3375
São Paulo	353460	Osvaldo Cruz	14	33000	2014	4,62
São Paulo	351820	Guararapes	496	33100	2014	164,176
São Paulo	353450	Oscar Bressane	20	2603	2014	0,5206
São Paulo	353440	Osasco	4927	699944	2014	34486,24088
São Paulo	351830	Guararema	105	30136	2014	31,6428
São Paulo	353430	Orlândia	38	44360	2014	16,8568
São Paulo	351840	Guaratinguetá	207	122505	2014	253,58535
São Paulo	353420	Orindiúva	1	7194	2014	0,07194
São Paulo	351780	Guaraçaí	29	8290	2014	2,4041
São Paulo	353410	Oriente	12	6542	2014	0,78504
São Paulo	353400	Onda Verde	2	4422	2014	0,08844
São Paulo	351730	Guaimbê	2	5785	2014	0,1157
São Paulo	351850	Guareí	0	18887	2014	0
São Paulo	353540	Panorama	34	15862	2014	5,39308
São Paulo	353550	Paraguaçu Paulista	171	45945	2014	78,56595
São Paulo	351610	Florínia	58		2014	0
São Paulo	353670	Pederneiras	72	47111	2014	33,91992
São Paulo	351600	Flórida Paulista	88	14790	2014	13,0152
São Paulo	353650	Paulínia	1673	112003	2014	1873,81019
São Paulo	353660	Paulo de Faria	4	8959	2014	0,35836
São Paulo	351620	Franca	285	355901	2014	1014,31785
São Paulo	353657	Paulistânia	0	1834	2014	0
São Paulo	351630	Francisco Morato	770	177633	2014	1367,7741
São Paulo	353640	Paulicéia	59	7454	2014	4,39786
São Paulo	351640	Franco da Rocha	2810	156492	2014	4397,4252
São Paulo	353630	Patrocínio Paulista	19	14807	2014	2,81333
São Paulo	353625	Parisi	135	2169	2014	2,92815
São Paulo	351650	Gabriel Monteiro	12	2776	2014	0,33312
São Paulo	353620	Pariquera-Açu	27	19723	2014	5,32521
São Paulo	351670	Garça	37	44409	2014	16,43133
São Paulo	353610	Pardinho	0	6508	2014	0
São Paulo	351680	Gastão Vidigal	13	4860	2014	0,6318
São Paulo	353570	Paraíso	6	6496	2014	0,38976
São Paulo	353600	Parapuã	32	10949	2014	3,50368
São Paulo	351685	Gavião Peixoto	2	4815	2014	0,0963
São Paulo	353590	Paranapuã	32	4095	2014	1,3104
São Paulo	351690	General Salgado	118	10862	2014	12,81716
São Paulo	353580	Paranapanema	1	20395	2014	0,20395
São Paulo	351700	Getulina	15	11447	2014	1,71705
São Paulo	353560	Paraibuna	1	18263	2014	0,18263
São Paulo	351710	Glicério	40	4829	2014	1,9316
São Paulo	353390	Olímpia	130	55130	2014	71,669
São Paulo	351860	Guariba	16	40487	2014	6,47792
São Paulo	353370	Ocauçu	6	4291	2014	0,25746
São Paulo	353230	Natividade da Serra	21	6642	2014	1,39482
São Paulo	351930	Ibaté	12	35472	2014	4,25664
São Paulo	353220	Narandiba	20	4904	2014	0,9808
São Paulo	351950	Ibirarema	3	7841	2014	0,23523
São Paulo	353215	Nantes	0	3179	2014	0
São Paulo	351940	Ibirá	6	12518	2014	0,75108
São Paulo	353210	Murutinga do Sul	6	4506	2014	0,27036
São Paulo	353205	Motuca	40	4795	2014	1,918
São Paulo	351960	Ibitinga	26	60600	2014	15,756
São Paulo	353200	Morungaba	8	13781	2014	1,10248
São Paulo	351970	Ibiúna	4	79479	2014	3,17916
São Paulo	353190	Morro Agudo	21	33288	2014	6,99048
São Paulo	351980	Icém	4	8304	2014	0,33216
São Paulo	353100	Monções	10	2267	2014	0,2267
São Paulo	353170	Monteiro Lobato	0	4696	2014	0
São Paulo	351990	Iepê	4	8194	2014	0,32776
São Paulo	353180	Monte Mor	282	60754	2014	171,32628
São Paulo	352010	Igarapava	15	30614	2014	4,5921
São Paulo	353160	Monte Castelo	7	4166	2014	0,29162
São Paulo	352020	Igaratá	3	9583	2014	0,28749
São Paulo	353150	Monte Azul Paulista	29	18968	2014	5,50072
São Paulo	353140	Monte Aprazível	95	25373	2014	24,10435
São Paulo	352000	Igaraçu do Tietê	12	24749	2014	2,96988
São Paulo	353130	Monte Alto	23	50772	2014	11,67756
São Paulo	352030	Iguape	5	30989	2014	1,54945
São Paulo	353240	Nazaré Paulista	22	18698	2014	4,11356
São Paulo	351925	Iaras	39	9517	2014	3,71163
São Paulo	353250	Neves Paulista	10	8923	2014	0,8923
São Paulo	351920	Iacri	5	6295	2014	0,31475
São Paulo	351870	Guarujá	413	322750	2014	1332,9575
São Paulo	353360	Nuporanga	3	7478	2014	0,22434
São Paulo	353350	Novo Horizonte	19	41414	2014	7,86866
São Paulo	351880	Guarulhos	5284	1392121	2014	73559,67364
São Paulo	353325	Novais	4	5945	2014	0,2378
São Paulo	351770	Guará	5	21308	2014	1,0654
São Paulo	353340	Nova Odessa	562	60956	2014	342,57272
São Paulo	351885	Guatapará	4	7709	2014	0,30836
São Paulo	353330	Nova Luzitânia	12	4160	2014	0,4992
São Paulo	353320	Nova Independência	9	4053	2014	0,36477
São Paulo	351740	Guaíra	54	41040	2014	22,1616
São Paulo	353310	Nova Guataporanga	0	2325	2014	0
São Paulo	350760	Bragança Paulista	371	170533	2014	632,67743
São Paulo	351890	Guzolândia	8	5307	2014	0,42456
São Paulo	351660	Gália	3	6482	2014	0,19446
São Paulo	353290	Nova Europa	26	11355	2014	2,9523
São Paulo	353286	Nova Castilho	1	1278	2014	0,01278
São Paulo	351900	Herculândia	9	9588	2014	0,86292
São Paulo	353284	Nova Canaã Paulista	5	1852	2014	0,0926
São Paulo	351905	Holambra	65	15272	2014	9,9268
São Paulo	353282	Nova Campina	1	9860	2014	0,0986
São Paulo	351907	Hortolândia	2267	234259	2014	5310,65153
São Paulo	353280	Nova Aliança	4	7068	2014	0,28272
São Paulo	353270	Nipoã	4	5298	2014	0,21192
São Paulo	351910	Iacanga	26	11858	2014	3,08308
São Paulo	353260	Nhandeara	83	11527	2014	9,56741
São Paulo	353300	Nova Granada	1	21689	2014	0,21689
São Paulo	355160	Serra Negra	31	29452	2014	9,13012
São Paulo	351340	Cruzeiro	59	82571	2014	48,71689
São Paulo	350610	Bebedouro	705	77555	2014	546,76275
São Paulo	354990	São José dos Campos	1079	729737	2014	7873,86223
São Paulo	355590	Uru	0	13888	2014	0
São Paulo	350250	Aparecida	116	4158	2014	4,82328
São Paulo	350620	Bento de Abreu	11	3005	2014	0,33055
São Paulo	355570	União Paulista	0	1865	2014	0
São Paulo	354910	São João da Boa Vista	599	91771	2014	549,70829
São Paulo	355560	Uchoa	23	10151	2014	2,33473
São Paulo	350260	Aparecida d'Oeste	51	4158	2014	2,12058
São Paulo	354920	São João das Duas Pontes	0	2561	2014	0
São Paulo	355550	Ubirajara	4	4804	2014	0,19216
São Paulo	350270	Apiaí	0	24226	2014	0
São Paulo	354925	São João de Iracema	8	1932	2014	0,15456
São Paulo	355540	Ubatuba	1239	91824	2014	1137,69936
São Paulo	350600	Bauru	425	379297	2014	1612,01225
