state	code	municipality	cases	population	year	incidence
Paraíba	250740	Jericó	7	7745	2019	0,54
Paraíba	251365	Joca Claudino	54	2639	2014	1,43
Paraíba	251365	Joca Claudino	6	2639	2015	0,16
Paraíba	251365	Joca Claudino	6	2639	2016	0,16
Paraíba	251365	Joca Claudino	2	2639	2017	0,05
Paraíba	251365	Joca Claudino	21	2639	2018	0,55
Paraíba	251365	Joca Claudino	38	2639	2019	1,00
Paraíba	250750	João Pessoa	2441	817511	2014	19955,44
Paraíba	250750	João Pessoa	4675	817511	2015	38218,64
Paraíba	250750	João Pessoa	7025	817511	2016	57430,15
Paraíba	250750	João Pessoa	2541	817511	2017	20772,95
Paraíba	250750	João Pessoa	3327	817511	2018	27198,59
Paraíba	250750	João Pessoa	11379	817511	2019	93024,58
Paraíba	250760	Juarez Távora	0	7976	2014	0,00
Paraíba	250760	Juarez Távora	99	7976	2015	7,90
Paraíba	250760	Juarez Távora	102	7976	2016	8,14
Paraíba	250760	Juarez Távora	0	7976	2017	0,00
Paraíba	250760	Juarez Távora	21	7976	2018	1,67
Paraíba	250760	Juarez Távora	1	7976	2019	0,08
Paraíba	250770	Juazeirinho	139	18298	2014	25,43
Paraíba	250770	Juazeirinho	238	18298	2015	43,55
Paraíba	250770	Juazeirinho	245	18298	2016	44,83
Paraíba	250770	Juazeirinho	17	18298	2017	3,11
Paraíba	250770	Juazeirinho	260	18298	2018	47,57
Paraíba	250770	Juazeirinho	23	18298	2019	4,21
Paraíba	250780	Junco do Seridó	0	7195	2014	0,00
Paraíba	250780	Junco do Seridó	81	7195	2015	5,83
Paraíba	250780	Junco do Seridó	170	7195	2016	12,23
Paraíba	250780	Junco do Seridó	0	7195	2017	0,00
Paraíba	250780	Junco do Seridó	31	7195	2018	2,23
Paraíba	250780	Junco do Seridó	35	7195	2019	2,52
Paraíba	250790	Juripiranga	0	10793	2014	0,00
Paraíba	250790	Juripiranga	47	10793	2015	5,07
Paraíba	250790	Juripiranga	293	10793	2016	31,62
Paraíba	250790	Juripiranga	0	10793	2017	0,00
Paraíba	250790	Juripiranga	1	10793	2018	0,11
Paraíba	250790	Juripiranga	25	10793	2019	2,70
Paraíba	250800	Juru	10	9849	2014	0,98
Paraíba	250800	Juru	65	9849	2015	6,40
Paraíba	250800	Juru	99	9849	2016	9,75
Paraíba	250800	Juru	8	9849	2017	0,79
Paraíba	250800	Juru	20	9849	2018	1,97
Paraíba	250800	Juru	59	9849	2019	5,81
Paraíba	250810	Lagoa	0	11728	2014	0,00
Paraíba	250810	Lagoa	6	11728	2015	0,70
Paraíba	250810	Lagoa	2	11728	2016	0,23
Paraíba	250810	Lagoa	0	11728	2017	0,00
Paraíba	250810	Lagoa	25	11728	2018	2,93
Paraíba	250810	Lagoa	11	11728	2019	1,29
Paraíba	250830	Lagoa Seca	33	27617	2014	9,11
Paraíba	250830	Lagoa Seca	98	27617	2015	27,06
Paraíba	250830	Lagoa Seca	19	27617	2016	5,25
Paraíba	250830	Lagoa Seca	9	27617	2017	2,49
Paraíba	250830	Lagoa Seca	16	27617	2018	4,42
Paraíba	250830	Lagoa Seca	28	27617	2019	7,73
Paraíba	250820	Lagoa de Dentro	2	7737	2014	0,15
Paraíba	250820	Lagoa de Dentro	1	7737	2015	0,08
Paraíba	250820	Lagoa de Dentro	26	7737	2016	2,01
Paraíba	250820	Lagoa de Dentro	0	7737	2017	0,00
Paraíba	250820	Lagoa de Dentro	0	7737	2018	0,00
Paraíba	250820	Lagoa de Dentro	45	7737	2019	3,48
Paraíba	250840	Lastro	11	2718	2014	0,30
Paraíba	250840	Lastro	0	2718	2015	0,00
Paraíba	250840	Lastro	0	2718	2016	0,00
Paraíba	250840	Lastro	6	2718	2017	0,16
Paraíba	250840	Lastro	119	2718	2018	3,23
Paraíba	250840	Lastro	0	2718	2019	0,00
Paraíba	250850	Livramento	11	7265	2014	0,80
Paraíba	250850	Livramento	12	7265	2015	0,87
Paraíba	250850	Livramento	0	7265	2016	0,00
Paraíba	250850	Livramento	0	7265	2017	0,00
Paraíba	250850	Livramento	0	7265	2018	0,00
Paraíba	250850	Livramento	9	7265	2019	0,65
Paraíba	250855	Logradouro	2	4369	2014	0,09
Paraíba	250855	Logradouro	13	4369	2015	0,57
Paraíba	250855	Logradouro	0	4369	2016	0,00
Paraíba	250855	Logradouro	1	4369	2017	0,04
Paraíba	250855	Logradouro	2	4369	2018	0,09
Paraíba	250855	Logradouro	5	4369	2019	0,22
Paraíba	250860	Lucena	0	13214	2014	0,00
Paraíba	250860	Lucena	46	13214	2015	6,08
Paraíba	250860	Lucena	45	13214	2016	5,95
Paraíba	250860	Lucena	10	13214	2017	1,32
Paraíba	250860	Lucena	6	13214	2018	0,79
Paraíba	250860	Lucena	85	13214	2019	11,23
Paraíba	250880	Malta	15	5752	2014	0,86
Paraíba	250880	Malta	9	5752	2015	0,52
Paraíba	250880	Malta	260	5752	2016	14,96
Paraíba	250880	Malta	1	5752	2017	0,06
Paraíba	250880	Malta	0	5752	2018	0,00
Paraíba	250880	Malta	10	5752	2019	0,58
Paraíba	250890	Mamanguape	1	45136	2014	0,45
Paraíba	250890	Mamanguape	30	45136	2015	13,54
Paraíba	250890	Mamanguape	94	45136	2016	42,43
Paraíba	250890	Mamanguape	5	45136	2017	2,26
Paraíba	250890	Mamanguape	1	45136	2018	0,45
Paraíba	250890	Mamanguape	96	45136	2019	43,33
Paraíba	250900	Manaíra	4	10972	2014	0,44
Paraíba	250900	Manaíra	74	10972	2015	8,12
Paraíba	250900	Manaíra	94	10972	2016	10,31
Paraíba	250900	Manaíra	4	10972	2017	0,44
Paraíba	250900	Manaíra	5	10972	2018	0,55
Paraíba	250900	Manaíra	23	10972	2019	2,52
Paraíba	250905	Marcação	0	8653	2014	0,00
Paraíba	250905	Marcação	7	8653	2015	0,61
Paraíba	250905	Marcação	3	8653	2016	0,26
Paraíba	250905	Marcação	0	8653	2017	0,00
Paraíba	250905	Marcação	0	8653	2018	0,00
Paraíba	250905	Marcação	9	8653	2019	0,78
Paraíba	250910	Mari	0	6654	2014	0,00
Paraíba	250910	Mari	19	6654	2015	1,26
Paraíba	250910	Mari	10	6654	2016	0,67
Paraíba	250910	Mari	0	6654	2017	0,00
Paraíba	250910	Mari	7	6654	2018	0,47
Paraíba	250910	Mari	35	6654	2019	2,33
Paraíba	250915	Marizópolis	1	6654	2014	0,07
Paraíba	250915	Marizópolis	8	6654	2015	0,53
Paraíba	250915	Marizópolis	18	6654	2016	1,20
Paraíba	250915	Marizópolis	0	6654	2017	0,00
Paraíba	250915	Marizópolis	29	6654	2018	1,93
Paraíba	250915	Marizópolis	0	6654	2019	0,00
Paraíba	250920	Massaranduba	0	13998	2014	0,00
Paraíba	250920	Massaranduba	2	13998	2015	0,28
Paraíba	250920	Massaranduba	28	13998	2016	3,92
Paraíba	250920	Massaranduba	0	13998	2017	0,00
Paraíba	250920	Massaranduba	0	13998	2018	0,00
Paraíba	250920	Massaranduba	4	13998	2019	0,56
Paraíba	250930	Mataraca	0	8539	2014	0,00
Paraíba	250930	Mataraca	5	8539	2015	0,43
Paraíba	250930	Mataraca	3	8539	2016	0,26
Paraíba	250930	Mataraca	0	8539	2017	0,00
Paraíba	250930	Mataraca	1	8539	2018	0,09
Paraíba	250930	Mataraca	2	8539	2019	0,17
Paraíba	250933	Matinhas	0	4515	2014	0,00
Paraíba	250933	Matinhas	47	4515	2015	2,12
Paraíba	250933	Matinhas	0	4515	2016	0,00
Paraíba	250933	Matinhas	0	4515	2017	0,00
Paraíba	250933	Matinhas	5	4515	2018	0,23
Paraíba	250933	Matinhas	0	4515	2019	0,00
Paraíba	250937	Mato Grosso	3	2926	2014	0,09
Paraíba	250937	Mato Grosso	0	2926	2015	0,00
Paraíba	250937	Mato Grosso	1	2926	2016	0,03
Paraíba	250937	Mato Grosso	0	2926	2017	0,00
Paraíba	250937	Mato Grosso	0	2926	2018	0,00
Paraíba	250937	Mato Grosso	0	2926	2019	0,00
Paraíba	250939	Maturéia	10	6630	2014	0,66
Paraíba	250939	Maturéia	23	6630	2015	1,52
Paraíba	250939	Maturéia	51	6630	2016	3,38
Paraíba	250939	Maturéia	2	6630	2017	0,13
Paraíba	250939	Maturéia	1	6630	2018	0,07
Paraíba	250939	Maturéia	91	6630	2019	6,03
Paraíba	250940	Mogeiro	4	13261	2014	0,53
Paraíba	250940	Mogeiro	56	13261	2015	7,43
Paraíba	250940	Mogeiro	872	13261	2016	115,64
Paraíba	250940	Mogeiro	0	13261	2017	0,00
Paraíba	250940	Mogeiro	0	13261	2018	0,00
Paraíba	250940	Mogeiro	3	13261	2019	0,40
Paraíba	250950	Montadas	0	5738	2014	0,00
Paraíba	250950	Montadas	0	5738	2015	0,00
Paraíba	250950	Montadas	5	5738	2016	0,29
Paraíba	250950	Montadas	0	5738	2017	0,00
Paraíba	250950	Montadas	4	5738	2018	0,23
Paraíba	250950	Montadas	9	5738	2019	0,52
Paraíba	250960	Monte Horebe	0	4842	2014	0,00
Paraíba	250960	Monte Horebe	3	4842	2015	0,15
Paraíba	250960	Monte Horebe	857	4842	2016	41,50
Paraíba	250960	Monte Horebe	0	4842	2017	0,00
Paraíba	250960	Monte Horebe	0	4842	2018	0,00
Paraíba	250960	Monte Horebe	50	4842	2019	2,42
Paraíba	250970	Monteiro	334	33433	2014	111,67
Paraíba	250970	Monteiro	3470	33433	2015	1160,13
Paraíba	250970	Monteiro	1340	33433	2016	448,00
Paraíba	250970	Monteiro	6	33433	2017	2,01
Paraíba	250970	Monteiro	22	33433	2018	7,36
Paraíba	250970	Monteiro	146	33433	2019	48,81
Paraíba	250980	Mulungu	3	9932	2014	0,30
Paraíba	250980	Mulungu	19	9932	2015	1,89
Paraíba	250980	Mulungu	0	9932	2016	0,00
Paraíba	250980	Mulungu	0	9932	2017	0,00
Paraíba	250980	Mulungu	0	9932	2018	0,00
Paraíba	250980	Mulungu	2	9932	2019	0,20
Paraíba	250870	Mãe d'Água	23	3999	2014	0,92
Paraíba	250870	Mãe d'Água	24	3999	2015	0,96
Paraíba	250870	Mãe d'Água	87	3999	2016	3,48
Paraíba	250870	Mãe d'Água	1	3999	2017	0,04
Paraíba	250870	Mãe d'Água	0	3999	2018	0,00
Paraíba	250870	Mãe d'Água	0	3999	2019	0,00
Paraíba	250990	Natuba	1	10451	2014	0,10
Paraíba	250990	Natuba	1	10451	2015	0,10
Paraíba	250990	Natuba	17	10451	2016	1,78
Paraíba	250990	Natuba	0	10451	2017	0,00
Paraíba	250990	Natuba	179	10451	2018	18,71
Paraíba	250990	Natuba	1	10451	2019	0,10
Paraíba	251000	Nazarezinho	14	7286	2014	1,02
Paraíba	251000	Nazarezinho	21	7286	2015	1,53
Paraíba	251000	Nazarezinho	4	7286	2016	0,29
Paraíba	251000	Nazarezinho	1	7286	2017	0,07
Paraíba	251000	Nazarezinho	39	7286	2018	2,84
Paraíba	251000	Nazarezinho	4	7286	2019	0,29
Paraíba	251010	Nova Floresta	13	10626	2014	1,38
Paraíba	251010	Nova Floresta	3	10626	2015	0,32
Paraíba	251010	Nova Floresta	11	10626	2016	1,17
Paraíba	251010	Nova Floresta	5	10626	2017	0,53
Paraíba	251010	Nova Floresta	19	10626	2018	2,02
Paraíba	251010	Nova Floresta	14	10626	2019	1,49
Paraíba	251020	Nova Olinda	0	5920	2014	0,00
Paraíba	251020	Nova Olinda	8	5920	2015	0,47
Paraíba	251020	Nova Olinda	0	5920	2016	0,00
Paraíba	251020	Nova Olinda	0	5920	2017	0,00
Paraíba	251020	Nova Olinda	0	5920	2018	0,00
Paraíba	251020	Nova Olinda	27	5920	2019	1,60
Paraíba	251030	Nova Palmeira	35	4959	2014	1,74
Paraíba	251030	Nova Palmeira	18	4959	2015	0,89
Paraíba	251030	Nova Palmeira	33	4959	2016	1,64
Paraíba	251030	Nova Palmeira	0	4959	2017	0,00
Paraíba	251030	Nova Palmeira	3	4959	2018	0,15
Paraíba	251030	Nova Palmeira	1	4959	2019	0,05
Paraíba	251040	Olho d'Água	0	6462	2014	0,00
Paraíba	251040	Olho d'Água	0	6462	2015	0,00
Paraíba	251040	Olho d'Água	0	6462	2016	0,00
Paraíba	251040	Olho d'Água	0	6462	2017	0,00
Paraíba	251040	Olho d'Água	5	6462	2018	0,32
Paraíba	251040	Olho d'Água	32	6462	2019	2,07
Paraíba	251050	Olivedos	3	3961	2014	0,12
Paraíba	251050	Olivedos	15	3961	2015	0,59
Paraíba	251050	Olivedos	6	3961	2016	0,24
Paraíba	251050	Olivedos	2	3961	2017	0,08
Paraíba	251050	Olivedos	12	3961	2018	0,48
Paraíba	251050	Olivedos	6	3961	2019	0,24
Paraíba	251060	Ouro Velho	2	3046	2014	0,06
Paraíba	251060	Ouro Velho	17	3046	2015	0,52
Paraíba	251060	Ouro Velho	0	3046	2016	0,00
Paraíba	251060	Ouro Velho	0	3046	2017	0,00
Paraíba	251060	Ouro Velho	0	3046	2018	0,00
Paraíba	251060	Ouro Velho	0	3046	2019	0,00
Paraíba	251065	Parari	2	1758	2014	0,04
Paraíba	251065	Parari	9	1758	2015	0,16
Paraíba	251065	Parari	19	1758	2016	0,33
Paraíba	251065	Parari	0	1758	2017	0,00
Paraíba	251065	Parari	12	1758	2018	0,21
Paraíba	251065	Parari	3	1758	2019	0,05
Paraíba	251070	Passagem	12	2436	2014	0,29
Paraíba	251070	Passagem	1	2436	2015	0,02
Paraíba	251070	Passagem	13	2436	2016	0,32
Paraíba	251070	Passagem	6	2436	2017	0,15
Paraíba	251070	Passagem	1	2436	2018	0,02
Paraíba	251070	Passagem	5	2436	2019	0,12
Paraíba	251080	Patos	60	108192	2014	64,92
Paraíba	251080	Patos	272	108192	2015	294,28
Paraíba	251080	Patos	602	108192	2016	651,32
Paraíba	251080	Patos	4	108192	2017	4,33
Paraíba	251080	Patos	39	108192	2018	42,19
Paraíba	251080	Patos	88	108192	2019	95,21
Paraíba	251090	Paulista	3	12379	2014	0,37
Paraíba	251090	Paulista	0	12379	2015	0,00
Paraíba	251090	Paulista	171	12379	2016	21,17
Paraíba	251090	Paulista	0	12379	2017	0,00
Paraíba	251090	Paulista	0	12379	2018	0,00
Paraíba	251090	Paulista	0	12379	2019	0,00
Paraíba	251100	Pedra Branca	0	3802	2014	0,00
Paraíba	251100	Pedra Branca	0	3802	2015	0,00
Paraíba	251100	Pedra Branca	0	3802	2016	0,00
Paraíba	251100	Pedra Branca	1	3802	2017	0,04
Paraíba	251100	Pedra Branca	0	3802	2018	0,00
Paraíba	251100	Pedra Branca	0	3802	2019	0,00
Paraíba	251110	Pedra Lavrada	2	7899	2014	0,16
Paraíba	251110	Pedra Lavrada	117	7899	2015	9,24
Paraíba	251110	Pedra Lavrada	60	7899	2016	4,74
Paraíba	251110	Pedra Lavrada	7	7899	2017	0,55
Paraíba	251110	Pedra Lavrada	102	7899	2018	8,06
Paraíba	251110	Pedra Lavrada	63	7899	2019	4,98
Paraíba	251120	Pedras de Fogo	12	28533	2014	3,42
Paraíba	251120	Pedras de Fogo	18	28533	2015	5,14
Paraíba	251120	Pedras de Fogo	25	28533	2016	7,13
Paraíba	251120	Pedras de Fogo	0	28533	2017	0,00
Paraíba	251120	Pedras de Fogo	0	28533	2018	0,00
Paraíba	251120	Pedras de Fogo	0	28533	2019	0,00
Paraíba	251272	Pedro Régis	0	6114	2014	0,00
Paraíba	251272	Pedro Régis	61	6114	2015	3,73
Paraíba	251272	Pedro Régis	1	6114	2016	0,06
Paraíba	251272	Pedro Régis	1	6114	2017	0,06
Paraíba	251272	Pedro Régis	2	6114	2018	0,12
Paraíba	251272	Pedro Régis	30	6114	2019	1,83
Paraíba	251130	Piancó	27	16111	2014	4,35
Paraíba	251130	Piancó	252	16111	2015	40,60
Paraíba	251130	Piancó	763	16111	2016	122,93
Paraíba	251130	Piancó	12	16111	2017	1,93
Paraíba	251130	Piancó	17	16111	2018	2,74
Paraíba	251130	Piancó	160	16111	2019	25,78
Paraíba	251140	Picuí	42	18720	2014	7,86
Paraíba	251140	Picuí	155	18720	2015	29,02
Paraíba	251140	Picuí	473	18720	2016	88,55
Paraíba	251140	Picuí	6	18720	2017	1,12
Paraíba	251140	Picuí	193	18720	2018	36,13
Paraíba	251140	Picuí	110	18720	2019	20,59
Paraíba	251150	Pilar	2	11977	2014	0,24
Paraíba	251150	Pilar	12	11977	2015	1,44
Paraíba	251150	Pilar	146	11977	2016	17,49
Paraíba	251150	Pilar	0	11977	2017	0,00
Paraíba	251150	Pilar	3	11977	2018	0,36
Paraíba	251150	Pilar	3	11977	2019	0,36
Paraíba	251160	Pilões	2	6576	2014	0,13
Paraíba	251160	Pilões	1	6576	2015	0,07
Paraíba	251160	Pilões	18	6576	2016	1,18
Paraíba	251160	Pilões	0	6576	2017	0,00
Paraíba	251160	Pilões	0	6576	2018	0,00
Paraíba	251160	Pilões	7	6576	2019	0,46
Paraíba	251170	Pilõezinhos	1	4955	2014	0,05
Paraíba	251170	Pilõezinhos	5	4955	2015	0,25
Paraíba	251170	Pilõezinhos	19	4955	2016	0,94
Paraíba	251170	Pilõezinhos	0	4955	2017	0,00
Paraíba	251170	Pilõezinhos	0	4955	2018	0,00
Paraíba	251170	Pilõezinhos	8	4955	2019	0,40
Paraíba	251180	Pirpirituba	1	10584	2014	0,11
Paraíba	251180	Pirpirituba	21	10584	2015	2,22
Paraíba	251180	Pirpirituba	38	10584	2016	4,02
Paraíba	251180	Pirpirituba	1	10584	2017	0,11
Paraíba	251180	Pirpirituba	0	10584	2018	0,00
Paraíba	251180	Pirpirituba	0	10584	2019	0,00
Paraíba	251190	Pitimbu	1	19275	2014	0,19
Paraíba	251190	Pitimbu	52	19275	2015	10,02
Paraíba	251190	Pitimbu	1	19275	2016	0,19
Paraíba	251190	Pitimbu	0	19275	2017	0,00
Paraíba	251190	Pitimbu	0	19275	2018	0,00
Paraíba	251190	Pitimbu	15	19275	2019	2,89
Paraíba	251200	Pocinhos	114	18708	2014	21,33
Paraíba	251200	Pocinhos	57	18708	2015	10,66
Paraíba	251200	Pocinhos	136	18708	2016	25,44
Paraíba	251200	Pocinhos	9	18708	2017	1,68
Paraíba	251200	Pocinhos	26	18708	2018	4,86
Paraíba	251200	Pocinhos	16	18708	2019	2,99
Paraíba	251210	Pombal	19	32802	2014	6,23
Paraíba	251210	Pombal	53	32802	2015	17,39
Paraíba	251210	Pombal	54	32802	2016	17,71
Paraíba	251210	Pombal	4	32802	2017	1,31
Paraíba	251210	Pombal	33	32802	2018	10,82
Paraíba	251210	Pombal	3	32802	2019	0,98
Paraíba	251203	Poço Dantas	7	3882	2014	0,27
Paraíba	251203	Poço Dantas	0	3882	2015	0,00
Paraíba	251203	Poço Dantas	2	3882	2016	0,08
Paraíba	251203	Poço Dantas	0	3882	2017	0,00
Paraíba	251203	Poço Dantas	0	3882	2018	0,00
Paraíba	251203	Poço Dantas	0	3882	2019	0,00
Paraíba	251207	Poço de José de Moura	4	4337	2014	0,17
Paraíba	251207	Poço de José de Moura	0	4337	2015	0,00
Paraíba	251207	Poço de José de Moura	14	4337	2016	0,61
Paraíba	251207	Poço de José de Moura	1	4337	2017	0,04
Paraíba	251207	Poço de José de Moura	2	4337	2018	0,09
Paraíba	251207	Poço de José de Moura	1	4337	2019	0,04
Paraíba	251220	Prata	6	4238	2014	0,25
Paraíba	251220	Prata	143	4238	2015	6,06
Paraíba	251220	Prata	78	4238	2016	3,31
Paraíba	251220	Prata	0	4238	2017	0,00
Paraíba	251220	Prata	0	4238	2018	0,00
Paraíba	251220	Prata	22	4238	2019	0,93
Paraíba	251230	Princesa Isabel	34	23549	2014	8,01
Paraíba	251230	Princesa Isabel	341	23549	2015	80,30
Paraíba	251230	Princesa Isabel	1626	23549	2016	382,91
Paraíba	251230	Princesa Isabel	5	23549	2017	1,18
Paraíba	251230	Princesa Isabel	138	23549	2018	32,50
Paraíba	251230	Princesa Isabel	494	23549	2019	116,33
Paraíba	251240	Puxinanã	6	13741	2014	0,82
Paraíba	251240	Puxinanã	42	13741	2015	5,77
Paraíba	251240	Puxinanã	16	13741	2016	2,20
Paraíba	251240	Puxinanã	0	13741	2017	0,00
Paraíba	251240	Puxinanã	1	13741	2018	0,14
Paraíba	251240	Puxinanã	12	13741	2019	1,65
Paraíba	251250	Queimadas	5	44179	2014	2,21
Paraíba	251250	Queimadas	97	44179	2015	42,85
Paraíba	251250	Queimadas	109	44179	2016	48,16
Paraíba	251250	Queimadas	78	44179	2017	34,46
Paraíba	251250	Queimadas	208	44179	2018	91,89
Paraíba	251250	Queimadas	9	44179	2019	3,98
Paraíba	251260	Quixabá	0		2014	0,00
Paraíba	251260	Quixabá	0		2015	0,00
Paraíba	251260	Quixabá	2		2016	0,00
Paraíba	251260	Quixabá	0		2017	0,00
Paraíba	251260	Quixabá	0		2018	0,00
Paraíba	251260	Quixabá	8		2019	0,00
Paraíba	251270	Remígio	5	19798	2014	0,99
Paraíba	251270	Remígio	109	19798	2015	21,58
Paraíba	251270	Remígio	167	19798	2016	33,06
Paraíba	251270	Remígio	0	19798	2017	0,00
Paraíba	251270	Remígio	14	19798	2018	2,77
Paraíba	251270	Remígio	1	19798	2019	0,20
Paraíba	251278	Riacho de Santo Antônio	1	1974	2014	0,02
Paraíba	251278	Riacho de Santo Antônio	18	1974	2015	0,36
Paraíba	251278	Riacho de Santo Antônio	7	1974	2016	0,14
Paraíba	251278	Riacho de Santo Antônio	4	1974	2017	0,08
Paraíba	251278	Riacho de Santo Antônio	0	1974	2018	0,00
Paraíba	251278	Riacho de Santo Antônio	6	1974	2019	0,12
Paraíba	251280	Riacho dos Cavalos	0	8541	2014	0,00
Paraíba	251280	Riacho dos Cavalos	43	8541	2015	3,67
Paraíba	251280	Riacho dos Cavalos	666	8541	2016	56,88
Paraíba	251280	Riacho dos Cavalos	0	8541	2017	0,00
Paraíba	251280	Riacho dos Cavalos	2	8541	2018	0,17
Paraíba	251280	Riacho dos Cavalos	7	8541	2019	0,60
Paraíba	251274	Riachão	6	4540	2014	0,27
Paraíba	251274	Riachão	16	4540	2015	0,73
Paraíba	251274	Riachão	78	4540	2016	3,54
Paraíba	251274	Riachão	0	4540	2017	0,00
Paraíba	251274	Riachão	0	4540	2018	0,00
Paraíba	251274	Riachão	4	4540	2019	0,18
Paraíba	251275	Riachão do Bacamarte	0	4541	2014	0,00
Paraíba	251275	Riachão do Bacamarte	1	4541	2015	0,05
Paraíba	251275	Riachão do Bacamarte	1	4541	2016	0,05
Paraíba	251275	Riachão do Bacamarte	0	4541	2017	0,00
Paraíba	251275	Riachão do Bacamarte	0	4541	2018	0,00
Paraíba	251275	Riachão do Bacamarte	0	4541	2019	0,00
Paraíba	251276	Riachão do Poço	0	4540	2014	0,00
Paraíba	251276	Riachão do Poço	0	4540	2015	0,00
Paraíba	251276	Riachão do Poço	1	4540	2016	0,05
Paraíba	251276	Riachão do Poço	0	4540	2017	0,00
Paraíba	251276	Riachão do Poço	2	4540	2018	0,09
Paraíba	251276	Riachão do Poço	20	4540	2019	0,91
Paraíba	251290	Rio Tinto	2	24218	2014	0,48
Paraíba	251290	Rio Tinto	9	24218	2015	2,18
Paraíba	251290	Rio Tinto	33	24218	2016	7,99
Paraíba	251290	Rio Tinto	1	24218	2017	0,24
Paraíba	251290	Rio Tinto	0	24218	2018	0,00
Paraíba	251290	Rio Tinto	30	24218	2019	7,27
Paraíba	251300	Salgadinho	0	3931	2014	0,00
Paraíba	251300	Salgadinho	0	3931	2015	0,00
Paraíba	251300	Salgadinho	5	3931	2016	0,20
Paraíba	251300	Salgadinho	0	3931	2017	0,00
Paraíba	251300	Salgadinho	0	3931	2018	0,00
Paraíba	251300	Salgadinho	3	3931	2019	0,12
Paraíba	251310	Salgado de São Félix	1	12131	2014	0,12
Paraíba	251310	Salgado de São Félix	19	12131	2015	2,30
Paraíba	251310	Salgado de São Félix	21	12131	2016	2,55
Paraíba	251310	Salgado de São Félix	0	12131	2017	0,00
Paraíba	251310	Salgado de São Félix	1	12131	2018	0,12
Paraíba	251310	Salgado de São Félix	3	12131	2019	0,36
Paraíba	251315	Santa Cecília	6	6541	2014	0,39
Paraíba	251315	Santa Cecília	27	6541	2015	1,77
Paraíba	251315	Santa Cecília	235	6541	2016	15,37
Paraíba	251315	Santa Cecília	36	6541	2017	2,35
Paraíba	251315	Santa Cecília	26	6541	2018	1,70
Paraíba	251315	Santa Cecília	0	6541	2019	0,00
Paraíba	251320	Santa Cruz	1	6581	2014	0,07
Paraíba	251320	Santa Cruz	0	6581	2015	0,00
Paraíba	251320	Santa Cruz	34	6581	2016	2,24
Paraíba	251320	Santa Cruz	0	6581	2017	0,00
Paraíba	251320	Santa Cruz	30	6581	2018	1,97
Paraíba	251320	Santa Cruz	18	6581	2019	1,18
Paraíba	251330	Santa Helena	23	5871	2014	1,35
Paraíba	251330	Santa Helena	52	5871	2015	3,05
Paraíba	251330	Santa Helena	18	5871	2016	1,06
Paraíba	251330	Santa Helena	0	5871	2017	0,00
Paraíba	251330	Santa Helena	2	5871	2018	0,12
Paraíba	251330	Santa Helena	1	5871	2019	0,06
Paraíba	251335	Santa Inês	0	3593	2014	0,00
Paraíba	251335	Santa Inês	0	3593	2015	0,00
Paraíba	251335	Santa Inês	13	3593	2016	0,47
Paraíba	251335	Santa Inês	0	3593	2017	0,00
Paraíba	251335	Santa Inês	21	3593	2018	0,75
Paraíba	251335	Santa Inês	0	3593	2019	0,00
Paraíba	251340	Santa Luzia	13	15426	2014	2,01
Paraíba	251340	Santa Luzia	39	15426	2015	6,02
Paraíba	251340	Santa Luzia	265	15426	2016	40,88
Paraíba	251340	Santa Luzia	30	15426	2017	4,63
Paraíba	251340	Santa Luzia	82	15426	2018	12,65
Paraíba	251340	Santa Luzia	47	15426	2019	7,25
Paraíba	251370	Santa Rita	50	137349	2014	68,67
Paraíba	251370	Santa Rita	1876	137349	2015	2576,67
Paraíba	251370	Santa Rita	874	137349	2016	1200,43
Paraíba	251370	Santa Rita	135	137349	2017	185,42
Paraíba	251370	Santa Rita	175	137349	2018	240,36
Paraíba	251370	Santa Rita	560	137349	2019	769,15
Paraíba	251380	Santa Teresinha	2	4562	2014	0,09
Paraíba	251380	Santa Teresinha	0	4562	2015	0,00
Paraíba	251380	Santa Teresinha	26	4562	2016	1,19
Paraíba	251380	Santa Teresinha	13	4562	2017	0,59
Paraíba	251380	Santa Teresinha	6	4562	2018	0,27
Paraíba	251380	Santa Teresinha	3	4562	2019	0,14
Paraíba	251350	Santana de Mangueira	0	5129	2014	0,00
Paraíba	251350	Santana de Mangueira	0	5129	2015	0,00
Paraíba	251350	Santana de Mangueira	0	5129	2016	0,00
Paraíba	251350	Santana de Mangueira	0	5129	2017	0,00
Paraíba	251350	Santana de Mangueira	0	5129	2018	0,00
Paraíba	251350	Santana de Mangueira	0	5129	2019	0,00
Paraíba	251360	Santana dos Garrotes	1	6986	2014	0,07
Paraíba	251360	Santana dos Garrotes	9	6986	2015	0,63
Paraíba	251360	Santana dos Garrotes	15	6986	2016	1,05
Paraíba	251360	Santana dos Garrotes	0	6986	2017	0,00
Paraíba	251360	Santana dos Garrotes	0	6986	2018	0,00
Paraíba	251360	Santana dos Garrotes	9	6986	2019	0,63
Paraíba	251385	Santo André	2	2509	2014	0,05
Paraíba	251385	Santo André	19	2509	2015	0,48
Paraíba	251385	Santo André	1	2509	2016	0,03
Paraíba	251385	Santo André	0	2509	2017	0,00
Paraíba	251385	Santo André	0	2509	2018	0,00
Paraíba	251385	Santo André	0	2509	2019	0,00
Paraíba	251530	Sapé	0	52804	2014	0,00
Paraíba	251530	Sapé	0	52804	2015	0,00
Paraíba	251530	Sapé	11	52804	2016	5,81
Paraíba	251530	Sapé	0	52804	2017	0,00
