"","month","indexP"
"1","2014-01-01",1.07161636711726
"2","2014-02-01",1.19088190649299
"3","2014-03-01",1.26607964461442
"4","2014-04-01",1.28282776756394
"5","2014-05-01",1.32902264613843
"6","2014-06-01",1.23286738422311
"7","2014-07-01",1.06365093119061
"8","2014-08-01",0.939136829503384
"9","2014-09-01",1.02070691929431
"10","2014-10-01",1.00508984632803
"11","2014-11-01",0.946168534663266
"12","2014-12-01",1.0363113044457
"13","2015-01-01",1.03648394648493
"14","2015-02-01",1.09409757782711
"15","2015-03-01",1.30161069829449
"16","2015-04-01",1.59194840817244
"17","2015-05-01",1.47663897459001
"18","2015-06-01",1.46798494275668
"19","2015-07-01",1.43327934455397
"20","2015-08-01",1.09739968771019
"21","2015-09-01",1.01915601658868
"22","2015-10-01",0.970732281380434
"23","2015-11-01",1.01273655366217
"24","2015-12-01",1.19261892456452
"25","2016-01-01",1.52823551694181
"26","2016-02-01",1.49684338210367
"27","2016-03-01",1.59451375836802
"28","2016-04-01",1.6795885981843
"29","2016-05-01",1.64200320208896
"30","2016-06-01",1.39398081519082
"31","2016-07-01",1.11350650790063
"32","2016-08-01",0.947874865081006
"33","2016-09-01",0.958860014826554
"34","2016-10-01",0.969728612604203
"35","2016-11-01",1.05241327712538
"36","2016-12-01",1.12288220678335
"37","2017-01-01",1.0668596317449
"38","2017-02-01",1.1164487106491
"39","2017-03-01",1.33541517945454
"40","2017-04-01",1.57974899726588
"41","2017-05-01",1.66745028217432
"42","2017-06-01",1.51626500020296
"43","2017-07-01",1.29517630099123
"44","2017-08-01",1.06697552992336
"45","2017-09-01",0.914996312258351
"46","2017-10-01",1.04221892487937
"47","2017-11-01",0.983090042951137
"48","2017-12-01",1.21471870562507
"49","2018-01-01",1.31169982148706
"50","2018-02-01",1.44250781386259
"51","2018-03-01",1.4727332302683
"52","2018-04-01",1.71559484561021
"53","2018-05-01",1.42967677214825
"54","2018-06-01",1.15514758774925
"55","2018-07-01",1.03823646424352
"56","2018-08-01",0.934014978853337
"57","2018-09-01",1.01041377410074
"58","2018-10-01",0.983042780894251
"59","2018-11-01",1.08431531722153
"60","2018-12-01",1.0786590949954
"61","2019-01-01",1.20921697252614
"62","2019-02-01",1.46746172501525
"63","2019-03-01",1.64683270745602
"64","2019-04-01",1.63591857147005
"65","2019-05-01",1.54374634054259
"66","2019-06-01",1.31320744894981
"67","2019-07-01",1.29476828896341
"68","2019-08-01",0.941904339975527
"69","2019-09-01",0.968591096508731
"70","2019-10-01",0.939191255596895
"71","2019-11-01",0.92625723167629
"72","2019-12-01",1.01470450877896
"73","2020-01-01",1.45071538180908
"74","2020-02-01",1.79149805242137
"75","2020-03-01",2.04817965634886
"76","2020-04-01",2.38214248055709
"77","2020-05-01",2.52420071653943
"78","2020-06-01",2.15877658486694
